Vintage 2021 prepared October 2022,,,,,,
id,countyfips,placefips,municipalityname,year,totalpopulation,countyplace
583,3,0,ALAMOSA COUNTY,1996,14322,300000
584,3,0,ALAMOSA COUNTY,1997,14478,300000
585,3,0,ALAMOSA COUNTY,1998,14623,300000
586,3,0,ALAMOSA COUNTY,1999,14822,300000
587,3,0,ALAMOSA COUNTY,2000,15099,300000
588,3,0,ALAMOSA COUNTY,2001,15231,300000
589,3,0,ALAMOSA COUNTY,2002,15266,300000
590,3,0,ALAMOSA COUNTY,2003,15360,300000
591,3,0,ALAMOSA COUNTY,2004,15406,300000
592,3,0,ALAMOSA COUNTY,2005,15395,300000
593,3,0,ALAMOSA COUNTY,2006,15350,300000
594,3,0,ALAMOSA COUNTY,2007,15293,300000
595,3,0,ALAMOSA COUNTY,2008,15346,300000
596,3,0,ALAMOSA COUNTY,2009,15301,300000
597,3,0,ALAMOSA COUNTY,2010,15474,300000
598,3,0,ALAMOSA COUNTY,2011,15528,300000
599,3,0,ALAMOSA COUNTY,2012,15604,300000
600,3,0,ALAMOSA COUNTY,2013,15709,300000
601,3,0,ALAMOSA COUNTY,2014,15788,300000
602,3,0,ALAMOSA COUNTY,2015,15885,300000
603,3,0,ALAMOSA COUNTY,2016,15936,300000
604,3,0,ALAMOSA COUNTY,2017,16053,300000
605,3,0,ALAMOSA COUNTY,2018,16184,300000
606,3,0,ALAMOSA COUNTY,2019,16247,300000
607,3,0,ALAMOSA COUNTY,2020,16366,300000
608,3,0,ALAMOSA COUNTY,2021,16516,300000
609,3,1090,Alamosa,1980,6830,301090
610,3,1090,Alamosa,1981,7012,301090
611,3,1090,Alamosa,1982,7000,301090
612,3,1090,Alamosa,1983,7160,301090
613,3,1090,Alamosa,1984,7260,301090
614,3,1090,Alamosa,1985,7257,301090
615,3,1090,Alamosa,1986,7426,301090
616,3,1090,Alamosa,1987,7492,301090
617,3,1090,Alamosa,1988,7628,301090
618,3,1090,Alamosa,1989,7592,301090
619,3,1090,Alamosa,1990,7579,301090
620,3,1090,Alamosa,1991,7528,301090
621,3,1090,Alamosa,1992,7453,301090
622,3,1090,Alamosa,1993,7428,301090
623,3,1090,Alamosa,1994,7520,301090
624,3,1090,Alamosa,1995,7642,301090
625,3,1090,Alamosa,1996,7706,301090
626,3,1090,Alamosa,1997,7773,301090
627,3,1090,Alamosa,1998,7799,301090
628,3,1090,Alamosa,1999,7894,301090
629,3,1090,Alamosa,2000,8489,301090
630,3,1090,Alamosa,2001,8596,301090
631,3,1090,Alamosa,2002,8648,301090
632,3,1090,Alamosa,2003,8751,301090
633,3,1090,Alamosa,2004,8812,301090
634,3,1090,Alamosa,2005,8830,301090
635,3,1090,Alamosa,2006,8826,301090
636,3,1090,Alamosa,2007,8808,301090
637,3,1090,Alamosa,2008,8828,301090
638,3,1090,Alamosa,2009,8823,301090
639,3,1090,Alamosa,2010,8796,301090
640,3,1090,Alamosa,2011,8866,301090
641,3,1090,Alamosa,2012,8947,301090
642,3,1090,Alamosa,2013,9049,301090
643,3,1090,Alamosa,2014,9169,301090
644,3,1090,Alamosa,2015,9259,301090
645,3,1090,Alamosa,2016,9302,301090
646,3,1090,Alamosa,2017,9455,301090
647,3,1090,Alamosa,2018,9583,301090
648,3,1090,Alamosa,2019,9677,301090
649,3,1090,Alamosa,2020,9769,301090
650,3,1090,Alamosa,2021,9827,301090
651,3,37380,Hooper,1980,71,337380
652,3,37380,Hooper,1981,75,337380
653,3,37380,Hooper,1982,75,337380
654,3,37380,Hooper,1983,82,337380
655,3,37380,Hooper,1984,90,337380
656,3,37380,Hooper,1985,93,337380
657,3,37380,Hooper,1986,98,337380
658,3,37380,Hooper,1987,101,337380
659,3,37380,Hooper,1988,108,337380
660,3,37380,Hooper,1989,111,337380
661,3,37380,Hooper,1990,112,337380
662,3,37380,Hooper,1991,112,337380
663,3,37380,Hooper,1992,112,337380
664,3,37380,Hooper,1993,114,337380
665,3,37380,Hooper,1994,114,337380
666,3,37380,Hooper,1995,116,337380
667,3,37380,Hooper,1996,118,337380
668,3,37380,Hooper,1997,119,337380
669,3,37380,Hooper,1998,120,337380
670,3,37380,Hooper,1999,122,337380
671,3,37380,Hooper,2000,122,337380
672,3,37380,Hooper,2001,121,337380
673,3,37380,Hooper,2002,118,337380
674,3,37380,Hooper,2003,117,337380
675,3,37380,Hooper,2004,114,337380
676,3,37380,Hooper,2005,113,337380
677,3,37380,Hooper,2006,109,337380
678,3,37380,Hooper,2007,107,337380
679,3,37380,Hooper,2008,104,337380
680,3,37380,Hooper,2009,102,337380
681,3,37380,Hooper,2010,103,337380
682,3,37380,Hooper,2011,102,337380
683,3,37380,Hooper,2012,100,337380
684,3,37380,Hooper,2013,97,337380
685,3,37380,Hooper,2014,93,337380
686,3,37380,Hooper,2015,91,337380
687,3,37380,Hooper,2016,89,337380
688,3,37380,Hooper,2017,88,337380
689,3,37380,Hooper,2018,85,337380
690,3,37380,Hooper,2019,82,337380
691,3,37380,Hooper,2020,81,337380
692,3,37380,Hooper,2021,81,337380
693,3,99990,Alamosa Unincorp. Area,1980,4898,399990
694,3,99990,Alamosa Unincorp. Area,1981,5097,399990
695,3,99990,Alamosa Unincorp. Area,1982,5183,399990
696,3,99990,Alamosa Unincorp. Area,1983,5401,399990
697,3,99990,Alamosa Unincorp. Area,1984,5578,399990
698,3,99990,Alamosa Unincorp. Area,1985,5661,399990
699,3,99990,Alamosa Unincorp. Area,1986,5812,399990
700,3,99990,Alamosa Unincorp. Area,1987,5834,399990
701,3,99990,Alamosa Unincorp. Area,1988,5979,399990
702,3,99990,Alamosa Unincorp. Area,1989,5957,399990
703,3,99990,Alamosa Unincorp. Area,1990,5926,399990
704,3,99990,Alamosa Unincorp. Area,1991,5999,399990
705,3,99990,Alamosa Unincorp. Area,1992,6007,399990
706,3,99990,Alamosa Unincorp. Area,1993,6115,399990
707,3,99990,Alamosa Unincorp. Area,1994,6189,399990
708,3,99990,Alamosa Unincorp. Area,1995,6339,399990
709,3,99990,Alamosa Unincorp. Area,1996,6498,399990
710,3,99990,Alamosa Unincorp. Area,1997,6586,399990
711,3,99990,Alamosa Unincorp. Area,1998,6704,399990
712,3,99990,Alamosa Unincorp. Area,1999,6806,399990
713,3,99990,Alamosa Unincorp. Area,2000,6488,399990
714,3,99990,Alamosa Unincorp. Area,2001,6514,399990
715,3,99990,Alamosa Unincorp. Area,2002,6500,399990
716,3,99990,Alamosa Unincorp. Area,2003,6492,399990
717,3,99990,Alamosa Unincorp. Area,2004,6480,399990
718,3,99990,Alamosa Unincorp. Area,2005,6452,399990
719,3,99990,Alamosa Unincorp. Area,2006,6415,399990
720,3,99990,Alamosa Unincorp. Area,2007,6378,399990
721,3,99990,Alamosa Unincorp. Area,2008,6414,399990
722,3,99990,Alamosa Unincorp. Area,2009,6376,399990
723,3,99990,Unincorp. Area,2010,6575,399990
724,3,99990,Unincorp. Area,2011,6560,399990
725,3,99990,Unincorp. Area,2012,6557,399990
726,3,99990,Unincorp. Area,2013,6563,399990
727,3,99990,Unincorp. Area,2014,6526,399990
728,3,99990,Unincorp. Area,2015,6535,399990
729,3,99990,Unincorp. Area,2016,6545,399990
730,3,99990,Unincorp. Area,2017,6510,399990
731,3,99990,Unincorp. Area,2018,6516,399990
732,3,99990,Unincorp. Area,2019,6488,399990
733,3,99990,Unincorp. Area,2020,6516,399990
734,3,99990,Unincorp. Area,2021,6608,399990
735,5,0,ARAPAHOE COUNTY,1980,293292,500000
736,5,0,ARAPAHOE COUNTY,1981,315543,500000
737,5,0,ARAPAHOE COUNTY,1982,334909,500000
738,5,0,ARAPAHOE COUNTY,1983,349463,500000
739,5,0,ARAPAHOE COUNTY,1984,367287,500000
740,5,0,ARAPAHOE COUNTY,1985,381244,500000
741,5,0,ARAPAHOE COUNTY,1986,387244,500000
742,5,0,ARAPAHOE COUNTY,1987,388687,500000
743,5,0,ARAPAHOE COUNTY,1988,386723,500000
744,5,0,ARAPAHOE COUNTY,1989,389502,500000
745,5,0,ARAPAHOE COUNTY,1990,391511,500000
746,5,0,ARAPAHOE COUNTY,1991,403202,500000
747,5,0,ARAPAHOE COUNTY,1992,417681,500000
748,5,0,ARAPAHOE COUNTY,1993,427470,500000
749,5,0,ARAPAHOE COUNTY,1994,436405,500000
750,5,0,ARAPAHOE COUNTY,1995,442539,500000
751,5,0,ARAPAHOE COUNTY,1996,451065,500000
752,5,0,ARAPAHOE COUNTY,1997,459058,500000
753,5,0,ARAPAHOE COUNTY,1998,472399,500000
754,5,0,ARAPAHOE COUNTY,1999,481306,500000
755,5,0,ARAPAHOE COUNTY,2000,490722,500000
756,5,0,ARAPAHOE COUNTY,2001,501671,500000
757,5,0,ARAPAHOE COUNTY,2002,510503,500000
758,5,0,ARAPAHOE COUNTY,2003,516354,500000
759,5,0,ARAPAHOE COUNTY,2004,523715,500000
760,5,0,ARAPAHOE COUNTY,2005,528214,500000
761,5,0,ARAPAHOE COUNTY,2006,536051,500000
762,5,0,ARAPAHOE COUNTY,2007,545882,500000
763,5,0,ARAPAHOE COUNTY,2008,556246,500000
764,5,0,ARAPAHOE COUNTY,2009,566480,500000
765,5,0,ARAPAHOE COUNTY,2010,574819,500000
766,5,0,ARAPAHOE COUNTY,2011,585817,500000
767,5,0,ARAPAHOE COUNTY,2012,596228,500000
768,5,0,ARAPAHOE COUNTY,2013,607861,500000
769,5,0,ARAPAHOE COUNTY,2014,618310,500000
770,5,0,ARAPAHOE COUNTY,2015,629965,500000
771,5,0,ARAPAHOE COUNTY,2016,637656,500000
772,5,0,ARAPAHOE COUNTY,2017,642976,500000
773,5,0,ARAPAHOE COUNTY,2018,650167,500000
774,5,0,ARAPAHOE COUNTY,2019,653804,500000
775,5,0,ARAPAHOE COUNTY,2020,654920,500000
776,5,0,ARAPAHOE COUNTY,2021,655581,500000
777,5,4000,Aurora (part),1980,129395,504000
778,5,4000,Aurora (part),1981,141411,504000
779,5,4000,Aurora (part),1982,153429,504000
780,5,4000,Aurora (part),1983,166274,504000
781,5,4000,Aurora (part),1984,180272,504000
782,5,4000,Aurora (part),1985,191257,504000
783,5,4000,Aurora (part),1986,194386,504000
784,5,4000,Aurora (part),1987,194639,504000
785,5,4000,Aurora (part),1988,192863,504000
786,5,4000,Aurora (part),1989,193302,504000
787,5,4000,Aurora (part),1990,194352,504000
788,5,4000,Aurora (part),1991,200805,504000
789,5,4000,Aurora (part),1992,208874,504000
790,5,4000,Aurora (part),1993,212635,504000
791,5,4000,Aurora (part),1994,215162,504000
792,5,4000,Aurora (part),1995,217127,504000
793,5,4000,Aurora (part),1996,220462,504000
794,5,4000,Aurora (part),1997,223038,504000
795,5,4000,Aurora (part),1998,229378,504000
796,5,4000,Aurora (part),1999,233232,504000
797,5,4000,Aurora (part),2000,237328,504000
798,5,4000,Aurora (part),2001,239670,504000
799,5,4000,Aurora (part),2002,244237,504000
800,5,4000,Aurora (part),2003,247134,504000
801,5,4000,Aurora (part),2004,251550,504000
802,5,4000,Aurora (part),2005,255470,504000
803,5,4000,Aurora (part),2006,262236,504000
804,5,4000,Aurora (part),2007,268603,504000
805,5,4000,Aurora (part),2008,274546,504000
806,5,4000,Aurora (part),2009,280287,504000
807,5,4000,Aurora (Part),2010,286285,504000
808,5,4000,Aurora (Part),2011,292776,504000
809,5,4000,Aurora (Part),2012,299166,504000
810,5,4000,Aurora (Part),2013,305268,504000
811,5,4000,Aurora (Part),2014,311253,504000
812,5,4000,Aurora (Part),2015,316861,504000
813,5,4000,Aurora (Part),2016,319811,504000
814,5,4000,Aurora (Part),2017,323544,504000
815,5,4000,Aurora (Part),2018,329286,504000
816,5,4000,Aurora (Part),2019,333057,504000
817,5,4000,Aurora (Part),2020,336311,504000
818,5,4000,Aurora (Part),2021,337422,504000
819,5,6090,Bennett (part),1980,NULL,506090
820,5,6090,Bennett (part),1981,NULL,506090
821,5,6090,Bennett (part),1982,NULL,506090
822,5,6090,Bennett (part),1983,NULL,506090
823,5,6090,Bennett (part),1984,NULL,506090
824,5,6090,Bennett (part),1985,NULL,506090
825,5,6090,Bennett (part),1986,NULL,506090
826,5,6090,Bennett (part),1987,NULL,506090
827,5,6090,Bennett (part),1988,NULL,506090
828,5,6090,Bennett (part),1989,NULL,506090
829,5,6090,Bennett (part),1990,NULL,506090
830,5,6090,Bennett (part),1991,NULL,506090
831,5,6090,Bennett (part),1992,NULL,506090
832,5,6090,Bennett (part),1993,NULL,506090
833,5,6090,Bennett (part),1994,NULL,506090
834,5,6090,Bennett (part),1995,NULL,506090
835,5,6090,Bennett (part),1996,NULL,506090
836,5,6090,Bennett (part),1997,NULL,506090
837,5,6090,Bennett (part),1998,NULL,506090
838,5,6090,Bennett (part),1999,NULL,506090
839,5,6090,Bennett (part),2000,8,506090
840,5,6090,Bennett (part),2001,42,506090
841,5,6090,Bennett (part),2002,78,506090
842,5,6090,Bennett (part),2003,217,506090
843,5,6090,Bennett (part),2004,298,506090
844,5,6090,Bennett (part),2005,324,506090
845,5,6090,Bennett (part),2006,335,506090
846,5,6090,Bennett (part),2007,339,506090
847,5,6090,Bennett (part),2008,343,506090
848,5,6090,Bennett (part),2009,349,506090
849,5,6090,Bennett (Part),2010,353,506090
850,5,6090,Bennett (Part),2011,359,506090
851,5,6090,Bennett (Part),2012,366,506090
852,5,6090,Bennett (Part),2013,372,506090
853,5,6090,Bennett (Part),2014,375,506090
854,5,6090,Bennett (Part),2015,381,506090
855,5,6090,Bennett (Part),2016,384,506090
856,5,6090,Bennett (Part),2017,384,506090
857,5,6090,Bennett (Part),2018,386,506090
858,5,6090,Bennett (Part),2019,403,506090
859,5,6090,Bennett (Part),2020,424,506090
860,5,6090,Bennett (Part),2021,425,506090
861,5,8070,Bow Mar (part),1980,690,508070
862,5,8070,Bow Mar (part),1981,688,508070
863,5,8070,Bow Mar (part),1982,670,508070
864,5,8070,Bow Mar (part),1983,711,508070
865,5,8070,Bow Mar (part),1984,720,508070
866,5,8070,Bow Mar (part),1985,721,508070
867,5,8070,Bow Mar (part),1986,690,508070
868,5,8070,Bow Mar (part),1987,661,508070
869,5,8070,Bow Mar (part),1988,635,508070
870,5,8070,Bow Mar (part),1989,622,508070
871,5,8070,Bow Mar (part),1990,613,508070
872,5,8070,Bow Mar (part),1991,628,508070
873,5,8070,Bow Mar (part),1992,646,508070
874,5,8070,Bow Mar (part),1993,648,508070
875,5,8070,Bow Mar (part),1994,648,508070
876,5,8070,Bow Mar (part),1995,634,508070
877,5,8070,Bow Mar (part),1996,629,508070
878,5,8070,Bow Mar (part),1997,624,508070
879,5,8070,Bow Mar (part),1998,620,508070
880,5,8070,Bow Mar (part),1999,613,508070
881,5,8070,Bow Mar (part),2000,597,508070
882,5,8070,Bow Mar (part),2001,597,508070
883,5,8070,Bow Mar (part),2002,587,508070
884,5,8070,Bow Mar (part),2003,576,508070
885,5,8070,Bow Mar (part),2004,576,508070
886,5,8070,Bow Mar (part),2005,573,508070
887,5,8070,Bow Mar (part),2006,575,508070
888,5,8070,Bow Mar (part),2007,575,508070
889,5,8070,Bow Mar (part),2008,577,508070
890,5,8070,Bow Mar (part),2009,585,508070
891,5,8070,Bow Mar (Part),2010,590,508070
892,5,8070,Bow Mar (Part),2011,591,508070
893,5,8070,Bow Mar (Part),2012,593,508070
894,5,8070,Bow Mar (Part),2013,595,508070
895,5,8070,Bow Mar (Part),2014,594,508070
896,5,8070,Bow Mar (Part),2015,595,508070
897,5,8070,Bow Mar (Part),2016,600,508070
898,5,8070,Bow Mar (Part),2017,596,508070
899,5,8070,Bow Mar (Part),2018,594,508070
900,5,8070,Bow Mar (Part),2019,590,508070
901,5,8070,Bow Mar (Part),2020,585,508070
902,5,8070,Bow Mar (Part),2021,578,508070
903,5,12815,Centennial,1980,NULL,512815
904,5,12815,Centennial,1981,NULL,512815
905,5,12815,Centennial,1982,NULL,512815
906,5,12815,Centennial,1983,NULL,512815
907,5,12815,Centennial,1984,NULL,512815
908,5,12815,Centennial,1985,NULL,512815
909,5,12815,Centennial,1986,NULL,512815
910,5,12815,Centennial,1987,NULL,512815
911,5,12815,Centennial,1988,NULL,512815
912,5,12815,Centennial,1989,NULL,512815
913,5,12815,Centennial,1990,NULL,512815
914,5,12815,Centennial,1991,NULL,512815
915,5,12815,Centennial,1992,NULL,512815
916,5,12815,Centennial,1993,NULL,512815
917,5,12815,Centennial,1994,NULL,512815
918,5,12815,Centennial,1995,NULL,512815
919,5,12815,Centennial,1996,NULL,512815
920,5,12815,Centennial,1997,NULL,512815
921,5,12815,Centennial,1998,NULL,512815
922,5,12815,Centennial,1999,NULL,512815
923,5,12815,Centennial,2000,101377,512815
924,5,12815,Centennial,2001,101702,512815
925,5,12815,Centennial,2002,100352,512815
926,5,12815,Centennial,2003,98954,512815
927,5,12815,Centennial,2004,98807,512815
928,5,12815,Centennial,2005,97616,512815
929,5,12815,Centennial,2006,97355,512815
930,5,12815,Centennial,2007,97387,512815
931,5,12815,Centennial,2008,98260,512815
932,5,12815,Centennial,2009,98493,512815
933,5,12815,Centennial,2010,100555,512815
934,5,12815,Centennial,2011,101652,512815
935,5,12815,Centennial,2012,102798,512815
936,5,12815,Centennial,2013,104697,512815
937,5,12815,Centennial,2014,105372,512815
938,5,12815,Centennial,2015,106547,512815
939,5,12815,Centennial,2016,107156,512815
940,5,12815,Centennial,2017,108585,512815
941,5,12815,Centennial,2018,108908,512815
942,5,12815,Centennial,2019,109180,512815
943,5,12815,Centennial,2020,108150,512815
944,5,12815,Centennial,2021,106937,512815
945,5,13845,Cherry Hills Village,1980,5127,513845
946,5,13845,Cherry Hills Village,1981,5137,513845
947,5,13845,Cherry Hills Village,1982,5003,513845
948,5,13845,Cherry Hills Village,1983,5360,513845
949,5,13845,Cherry Hills Village,1984,5476,513845
950,5,13845,Cherry Hills Village,1985,5516,513845
951,5,13845,Cherry Hills Village,1986,5388,513845
952,5,13845,Cherry Hills Village,1987,5259,513845
953,5,13845,Cherry Hills Village,1988,5192,513845
954,5,13845,Cherry Hills Village,1989,5198,513845
955,5,13845,Cherry Hills Village,1990,5245,513845
956,5,13845,Cherry Hills Village,1991,5423,513845
957,5,13845,Cherry Hills Village,1992,5580,513845
958,5,13845,Cherry Hills Village,1993,5838,513845
959,5,13845,Cherry Hills Village,1994,5950,513845
960,5,13845,Cherry Hills Village,1995,5921,513845
961,5,13845,Cherry Hills Village,1996,5934,513845
962,5,13845,Cherry Hills Village,1997,5908,513845
963,5,13845,Cherry Hills Village,1998,5928,513845
964,5,13845,Cherry Hills Village,1999,5945,513845
965,5,13845,Cherry Hills Village,2000,5975,513845
966,5,13845,Cherry Hills Village,2001,6122,513845
967,5,13845,Cherry Hills Village,2002,6124,513845
968,5,13845,Cherry Hills Village,2003,6039,513845
969,5,13845,Cherry Hills Village,2004,6022,513845
970,5,13845,Cherry Hills Village,2005,5939,513845
971,5,13845,Cherry Hills Village,2006,5911,513845
972,5,13845,Cherry Hills Village,2007,5924,513845
973,5,13845,Cherry Hills Village,2008,5945,513845
974,5,13845,Cherry Hills Village,2009,5929,513845
975,5,13845,Cherry Hills Village,2010,6019,513845
976,5,13845,Cherry Hills Village,2011,6116,513845
977,5,13845,Cherry Hills Village,2012,6226,513845
978,5,13845,Cherry Hills Village,2013,6348,513845
979,5,13845,Cherry Hills Village,2014,6424,513845
980,5,13845,Cherry Hills Village,2015,6523,513845
981,5,13845,Cherry Hills Village,2016,6566,513845
982,5,13845,Cherry Hills Village,2017,6516,513845
983,5,13845,Cherry Hills Village,2018,6536,513845
984,5,13845,Cherry Hills Village,2019,6502,513845
985,5,13845,Cherry Hills Village,2020,6428,513845
986,5,13845,Cherry Hills Village,2021,6371,513845
987,5,16385,Columbine Valley,1980,923,516385
988,5,16385,Columbine Valley,1981,942,516385
989,5,16385,Columbine Valley,1982,936,516385
990,5,16385,Columbine Valley,1983,1013,516385
991,5,16385,Columbine Valley,1984,1047,516385
992,5,16385,Columbine Valley,1985,1071,516385
993,5,16385,Columbine Valley,1986,1071,516385
994,5,16385,Columbine Valley,1987,1053,516385
995,5,16385,Columbine Valley,1988,1051,516385
996,5,16385,Columbine Valley,1989,1066,516385
997,5,16385,Columbine Valley,1990,1071,516385
998,5,16385,Columbine Valley,1991,1089,516385
999,5,16385,Columbine Valley,1992,1119,516385
1000,5,16385,Columbine Valley,1993,1140,516385
1001,5,16385,Columbine Valley,1994,1136,516385
1002,5,16385,Columbine Valley,1995,1113,516385
1003,5,16385,Columbine Valley,1996,1116,516385
1004,5,16385,Columbine Valley,1997,1135,516385
1005,5,16385,Columbine Valley,1998,1146,516385
1006,5,16385,Columbine Valley,1999,1138,516385
1007,5,16385,Columbine Valley,2000,1142,516385
1008,5,16385,Columbine Valley,2001,1141,516385
1009,5,16385,Columbine Valley,2002,1144,516385
1010,5,16385,Columbine Valley,2003,1147,516385
1011,5,16385,Columbine Valley,2004,1169,516385
1012,5,16385,Columbine Valley,2005,1204,516385
1013,5,16385,Columbine Valley,2006,1223,516385
1014,5,16385,Columbine Valley,2007,1237,516385
