school_year,level,source,target,students,self_loop,edge_type,source_raw,target_raw
2024-2025,elementary,Coal Creek,Pioneer,6,False,matrix,Coal Creek,Pioneer
2024-2025,elementary,Fireside,Pioneer,1,False,matrix,Fireside,Pioneer
2024-2025,elementary,Louisville,Pioneer,10,False,matrix,Louisville,Pioneer
2024-2025,elementary,Monarch K-8,Pioneer,3,False,matrix,Monarch K-8,Pioneer
2024-2025,elementary,Bear Creek,Horizons,1,False,matrix,Bear Creek*,Horizons
2024-2025,elementary,Columbine,Horizons,20,False,matrix,Columbine,Horizons
2024-2025,elementary,Creekside,Horizons,20,False,matrix,Creekside*,Horizons
2024-2025,elementary,Crest View,Horizons,23,False,matrix,Crest View,Horizons
2024-2025,elementary,Douglass,Horizons,10,False,matrix,Douglass,Horizons
2024-2025,elementary,Eisenhower,Horizons,42,False,matrix,Eisenhower,Horizons
2024-2025,elementary,Flatirons,Horizons,3,False,matrix,Flatirons,Horizons
2024-2025,elementary,Foothill,Horizons,9,False,matrix,Foothill,Horizons
2024-2025,elementary,Heatherwood,Horizons,12,False,matrix,Heatherwood,Horizons
2024-2025,elementary,Mesa,Horizons,2,False,matrix,Mesa*,Horizons
2024-2025,elementary,Whittier,Horizons,7,False,matrix,Whittier,Horizons
2024-2025,elementary,Optional Bear Creek/Mesa,Horizons,1,False,matrix,Optional Bear Creek/Mesa,Horizons
2024-2025,elementary,Birch,Horizons,2,False,matrix,Birch,Horizons
2024-2025,elementary,Emerald,Horizons,1,False,matrix,Emerald,Horizons
2024-2025,elementary,Lafayette,Horizons,8,False,matrix,Lafayette,Horizons
2024-2025,elementary,Ryan,Horizons,10,False,matrix,Ryan,Horizons
2024-2025,elementary,Sanchez,Horizons,5,False,matrix,Sanchez,Horizons
2024-2025,elementary,Meadowlark,Horizons,4,False,matrix,Meadowlark,Horizons
2024-2025,elementary,Coal Creek,Horizons,9,False,matrix,Coal Creek,Horizons
2024-2025,elementary,Fireside,Horizons,10,False,matrix,Fireside,Horizons
2024-2025,elementary,Louisville,Horizons,5,False,matrix,Louisville,Horizons
2024-2025,elementary,Eldorado K-8,Horizons,2,False,matrix,Eldorado K-8,Horizons
2024-2025,elementary,Superior,Horizons,1,False,matrix,Superior,Horizons
2024-2025,elementary,Jamestown,Horizons,1,False,matrix,Jamestown,Horizons
2024-2025,elementary,Nederland,Horizons,2,False,matrix,Nederland,Horizons
2024-2025,elementary,Creekside,Peak to Peak,2,False,matrix,Creekside*,Peak to Peak
2024-2025,elementary,Crest View,Peak to Peak,2,False,matrix,Crest View,Peak to Peak
2024-2025,elementary,Douglass,Peak to Peak,7,False,matrix,Douglass,Peak to Peak
2024-2025,elementary,Heatherwood,Peak to Peak,1,False,matrix,Heatherwood,Peak to Peak
2024-2025,elementary,Aspen Creek K-8,Peak to Peak,17,False,matrix,Aspen Creek K-8,Peak to Peak
2024-2025,elementary,Birch,Peak to Peak,15,False,matrix,Birch,Peak to Peak
2024-2025,elementary,Emerald,Peak to Peak,2,False,matrix,Emerald,Peak to Peak
2024-2025,elementary,Kohl,Peak to Peak,9,False,matrix,Kohl,Peak to Peak
2024-2025,elementary,Lafayette,Peak to Peak,49,False,matrix,Lafayette,Peak to Peak
2024-2025,elementary,Ryan,Peak to Peak,66,False,matrix,Ryan,Peak to Peak
2024-2025,elementary,Sanchez,Peak to Peak,68,False,matrix,Sanchez,Peak to Peak
2024-2025,elementary,Meadowlark,Peak to Peak,83,False,matrix,Meadowlark,Peak to Peak
2024-2025,elementary,Coal Creek,Peak to Peak,14,False,matrix,Coal Creek,Peak to Peak
2024-2025,elementary,Fireside,Peak to Peak,8,False,matrix,Fireside,Peak to Peak
2024-2025,elementary,Louisville,Peak to Peak,19,False,matrix,Louisville,Peak to Peak
2024-2025,elementary,Monarch K-8,Peak to Peak,11,False,matrix,Monarch K-8,Peak to Peak
2024-2025,elementary,Eldorado K-8,Peak to Peak,4,False,matrix,Eldorado K-8,Peak to Peak
2024-2025,elementary,Superior,Peak to Peak,9,False,matrix,Superior,Peak to Peak
2024-2025,elementary,OUTSIDE_DISTRICT,Bear Creek,11,False,oe_from_outside_district,OUTSIDE_DISTRICT,Bear Creek *
2024-2025,elementary,PLACEMENT,Bear Creek,13,False,placements_into_school,PLACEMENT,Bear Creek *
2024-2025,elementary,OUTSIDE_DISTRICT,Columbine,7,False,oe_from_outside_district,OUTSIDE_DISTRICT,Columbine
2024-2025,elementary,UNMATCHED_ADDRESS,Columbine,4,False,unmatched_addresses,UNMATCHED_ADDRESS,Columbine
2024-2025,elementary,PLACEMENT,Columbine,5,False,placements_into_school,PLACEMENT,Columbine
2024-2025,elementary,OUTSIDE_DISTRICT,Creekside,3,False,oe_from_outside_district,OUTSIDE_DISTRICT,Creekside *
2024-2025,elementary,PLACEMENT,Creekside,9,False,placements_into_school,PLACEMENT,Creekside *
2024-2025,elementary,OUTSIDE_DISTRICT,Crest View,10,False,oe_from_outside_district,OUTSIDE_DISTRICT,Crest View
2024-2025,elementary,PLACEMENT,Crest View,7,False,placements_into_school,PLACEMENT,Crest View
2024-2025,elementary,OUTSIDE_DISTRICT,Douglass,4,False,oe_from_outside_district,OUTSIDE_DISTRICT,Douglass
2024-2025,elementary,PLACEMENT,Douglass,11,False,placements_into_school,PLACEMENT,Douglass
2024-2025,elementary,OUTSIDE_DISTRICT,Eisenhower,3,False,oe_from_outside_district,OUTSIDE_DISTRICT,Eisenhower
2024-2025,elementary,PLACEMENT,Eisenhower,13,False,placements_into_school,PLACEMENT,Eisenhower
2024-2025,elementary,OUTSIDE_DISTRICT,Flatirons,4,False,oe_from_outside_district,OUTSIDE_DISTRICT,Flatirons
2024-2025,elementary,PLACEMENT,Flatirons,9,False,placements_into_school,PLACEMENT,Flatirons
2024-2025,elementary,OUTSIDE_DISTRICT,Foothill,4,False,oe_from_outside_district,OUTSIDE_DISTRICT,Foothill
2024-2025,elementary,PLACEMENT,Foothill,15,False,placements_into_school,PLACEMENT,Foothill
2024-2025,elementary,OUTSIDE_DISTRICT,Heatherwood,14,False,oe_from_outside_district,OUTSIDE_DISTRICT,Heatherwood
2024-2025,elementary,PLACEMENT,Heatherwood,6,False,placements_into_school,PLACEMENT,Heatherwood
2024-2025,elementary,OUTSIDE_DISTRICT,Mesa,9,False,oe_from_outside_district,OUTSIDE_DISTRICT,Mesa *
2024-2025,elementary,PLACEMENT,Mesa,13,False,placements_into_school,PLACEMENT,Mesa *
2024-2025,elementary,OUTSIDE_DISTRICT,Whittier,6,False,oe_from_outside_district,OUTSIDE_DISTRICT,Whittier
2024-2025,elementary,PLACEMENT,Whittier,7,False,placements_into_school,PLACEMENT,Whittier
2024-2025,elementary,OUTSIDE_DISTRICT,Aspen Creek K-8,113,False,oe_from_outside_district,OUTSIDE_DISTRICT,Aspen Creek K-8
2024-2025,elementary,PLACEMENT,Aspen Creek K-8,13,False,placements_into_school,PLACEMENT,Aspen Creek K-8
2024-2025,elementary,OUTSIDE_DISTRICT,Birch,54,False,oe_from_outside_district,OUTSIDE_DISTRICT,Birch
2024-2025,elementary,PLACEMENT,Birch,7,False,placements_into_school,PLACEMENT,Birch
2024-2025,elementary,OUTSIDE_DISTRICT,Emerald,60,False,oe_from_outside_district,OUTSIDE_DISTRICT,Emerald
2024-2025,elementary,PLACEMENT,Emerald,9,False,placements_into_school,PLACEMENT,Emerald
2024-2025,elementary,OUTSIDE_DISTRICT,Kohl,29,False,oe_from_outside_district,OUTSIDE_DISTRICT,Kohl
2024-2025,elementary,PLACEMENT,Kohl,7,False,placements_into_school,PLACEMENT,Kohl
2024-2025,elementary,OUTSIDE_DISTRICT,Lafayette,2,False,oe_from_outside_district,OUTSIDE_DISTRICT,Lafayette Elem.
2024-2025,elementary,UNMATCHED_ADDRESS,Lafayette,1,False,unmatched_addresses,UNMATCHED_ADDRESS,Lafayette Elem.
2024-2025,elementary,PLACEMENT,Lafayette,8,False,placements_into_school,PLACEMENT,Lafayette Elem.
2024-2025,elementary,OUTSIDE_DISTRICT,Ryan,11,False,oe_from_outside_district,OUTSIDE_DISTRICT,Ryan
2024-2025,elementary,UNMATCHED_ADDRESS,Ryan,1,False,unmatched_addresses,UNMATCHED_ADDRESS,Ryan
2024-2025,elementary,PLACEMENT,Ryan,8,False,placements_into_school,PLACEMENT,Ryan
2024-2025,elementary,OUTSIDE_DISTRICT,Sanchez,13,False,oe_from_outside_district,OUTSIDE_DISTRICT,Sanchez
2024-2025,elementary,UNMATCHED_ADDRESS,Sanchez,2,False,unmatched_addresses,UNMATCHED_ADDRESS,Sanchez
2024-2025,elementary,OUTSIDE_DISTRICT,Meadowlark,15,False,oe_from_outside_district,OUTSIDE_DISTRICT,Meadowlark
2024-2025,elementary,PLACEMENT,Meadowlark,4,False,placements_into_school,PLACEMENT,Meadowlark
2024-2025,elementary,OUTSIDE_DISTRICT,Coal Creek,10,False,oe_from_outside_district,OUTSIDE_DISTRICT,Coal Creek
2024-2025,elementary,PLACEMENT,Coal Creek,10,False,placements_into_school,PLACEMENT,Coal Creek
2024-2025,elementary,OUTSIDE_DISTRICT,Fireside,15,False,oe_from_outside_district,OUTSIDE_DISTRICT,Fireside
2024-2025,elementary,PLACEMENT,Fireside,13,False,placements_into_school,PLACEMENT,Fireside
2024-2025,elementary,OUTSIDE_DISTRICT,Louisville,7,False,oe_from_outside_district,OUTSIDE_DISTRICT,Louisville Elem.
2024-2025,elementary,PLACEMENT,Louisville,15,False,placements_into_school,PLACEMENT,Louisville Elem.
2024-2025,elementary,OUTSIDE_DISTRICT,Monarch K-8,28,False,oe_from_outside_district,OUTSIDE_DISTRICT,Monarch K-8
2024-2025,elementary,PLACEMENT,Monarch K-8,15,False,placements_into_school,PLACEMENT,Monarch K-8
2024-2025,elementary,OUTSIDE_DISTRICT,Eldorado K-8,25,False,oe_from_outside_district,OUTSIDE_DISTRICT,Eldorado K-8
2024-2025,elementary,PLACEMENT,Eldorado K-8,7,False,placements_into_school,PLACEMENT,Eldorado K-8
2024-2025,elementary,OUTSIDE_DISTRICT,Superior,8,False,oe_from_outside_district,OUTSIDE_DISTRICT,Superior
2024-2025,elementary,PLACEMENT,Superior,11,False,placements_into_school,PLACEMENT,Superior
2024-2025,elementary,OUTSIDE_DISTRICT,Nederland,2,False,oe_from_outside_district,OUTSIDE_DISTRICT,Nederland Elem.
2024-2025,elementary,OUTSIDE_DISTRICT,BCSIS,10,False,oe_from_outside_district,OUTSIDE_DISTRICT,BCSIS
2024-2025,elementary,PLACEMENT,BCSIS,3,False,placements_into_school,PLACEMENT,BCSIS
2024-2025,elementary,OUTSIDE_DISTRICT,Boulder Universal,27,False,oe_from_outside_district,OUTSIDE_DISTRICT,Boulder Universal
2024-2025,elementary,PLACEMENT,Halcyon,1,False,placements_into_school,PLACEMENT,Halcyon
2024-2025,elementary,OUTSIDE_DISTRICT,High Peaks,25,False,oe_from_outside_district,OUTSIDE_DISTRICT,High Peaks
2024-2025,elementary,PLACEMENT,High Peaks,1,False,placements_into_school,PLACEMENT,High Peaks
2024-2025,elementary,OUTSIDE_DISTRICT,Community Montessori,36,False,oe_from_outside_district,OUTSIDE_DISTRICT,Comm. Montessori
2024-2025,elementary,UNMATCHED_ADDRESS,Community Montessori,2,False,unmatched_addresses,UNMATCHED_ADDRESS,Comm. Montessori
2024-2025,elementary,PLACEMENT,Community Montessori,1,False,placements_into_school,PLACEMENT,Comm. Montessori
2024-2025,elementary,OUTSIDE_DISTRICT,University Hill International,15,False,oe_from_outside_district,OUTSIDE_DISTRICT,Uni-Hill Int.
2024-2025,elementary,PLACEMENT,University Hill International,11,False,placements_into_school,PLACEMENT,Uni-Hill Int.
2024-2025,elementary,OUTSIDE_DISTRICT,Pioneer,52,False,oe_from_outside_district,OUTSIDE_DISTRICT,Pioneer
2024-2025,elementary,UNMATCHED_ADDRESS,Pioneer,4,False,unmatched_addresses,UNMATCHED_ADDRESS,Pioneer
2024-2025,elementary,PLACEMENT,Pioneer,21,False,placements_into_school,PLACEMENT,Pioneer
2024-2025,elementary,OUTSIDE_DISTRICT,Horizons,17,False,oe_from_outside_district,OUTSIDE_DISTRICT,Horizons
2024-2025,elementary,PLACEMENT,Horizons,11,False,placements_into_school,PLACEMENT,Horizons
2024-2025,elementary,OUTSIDE_DISTRICT,Peak to Peak,59,False,oe_from_outside_district,OUTSIDE_DISTRICT,Peak to Peak
2024-2025,high,Boulder,Boulder,1613,True,matrix,Boulder*,Boulder
2024-2025,high,Fairview,Boulder,98,False,matrix,Fairview*,Boulder
2024-2025,high,Boulder/Fairview Optional,Boulder,86,False,matrix,Boulder/Fairview Optional,Boulder
2024-2025,high,Broomfield,Boulder,2,False,matrix,Broomfield,Boulder
2024-2025,high,Centaurus,Boulder,37,False,matrix,Centaurus,Boulder
2024-2025,high,Monarch,Boulder,20,False,matrix,Monarch,Boulder
2024-2025,high,Nederland,Boulder,27,False,matrix,Nederland,Boulder
2024-2025,high,Boulder,Fairview,251,False,matrix,Boulder*,Fairview
2024-2025,high,Fairview,Fairview,1051,True,matrix,Fairview*,Fairview
2024-2025,high,Boulder/Fairview Optional,Fairview,128,False,matrix,Boulder/Fairview Optional,Fairview
2024-2025,high,Broomfield,Fairview,15,False,matrix,Broomfield,Fairview
2024-2025,high,Centaurus,Fairview,96,False,matrix,Centaurus,Fairview
2024-2025,high,Monarch,Fairview,194,False,matrix,Monarch,Fairview
2024-2025,high,Nederland,Fairview,22,False,matrix,Nederland,Fairview
2024-2025,high,Boulder,Broomfield,1,False,matrix,Boulder*,Broomfield
2024-2025,high,Broomfield,Broomfield,829,True,matrix,Broomfield,Broomfield
2024-2025,high,Centaurus,Broomfield,10,False,matrix,Centaurus,Broomfield
2024-2025,high,Monarch,Broomfield,4,False,matrix,Monarch,Broomfield
2024-2025,high,Boulder,Centaurus,9,False,matrix,Boulder*,Centaurus
2024-2025,high,Fairview,Centaurus,29,False,matrix,Fairview*,Centaurus
2024-2025,high,Boulder/Fairview Optional,Centaurus,3,False,matrix,Boulder/Fairview Optional,Centaurus
2024-2025,high,Broomfield,Centaurus,14,False,matrix,Broomfield,Centaurus
2024-2025,high,Centaurus,Centaurus,1188,True,matrix,Centaurus,Centaurus
2024-2025,high,Monarch,Centaurus,228,False,matrix,Monarch,Centaurus
2024-2025,high,Boulder,Monarch,5,False,matrix,Boulder*,Monarch
2024-2025,high,Fairview,Monarch,12,False,matrix,Fairview*,Monarch
2024-2025,high,Boulder/Fairview Optional,Monarch,1,False,matrix,Boulder/Fairview Optional,Monarch
2024-2025,high,Broomfield,Monarch,27,False,matrix,Broomfield,Monarch
2024-2025,high,Centaurus,Monarch,118,False,matrix,Centaurus,Monarch
2024-2025,high,Monarch,Monarch,1159,True,matrix,Monarch,Monarch
2024-2025,high,Nederland,Monarch,1,False,matrix,Nederland,Monarch
2024-2025,high,Nederland,Nederland,107,True,matrix,Nederland,Nederland
2024-2025,high,Boulder,Arapahoe Ridge,50,False,matrix,Boulder*,Arapahoe Ridge
2024-2025,high,Fairview,Arapahoe Ridge,9,False,matrix,Fairview*,Arapahoe Ridge
2024-2025,high,Boulder/Fairview Optional,Arapahoe Ridge,7,False,matrix,Boulder/Fairview Optional,Arapahoe Ridge
2024-2025,high,Broomfield,Arapahoe Ridge,28,False,matrix,Broomfield,Arapahoe Ridge
2024-2025,high,Centaurus,Arapahoe Ridge,43,False,matrix,Centaurus,Arapahoe Ridge
2024-2025,high,Monarch,Arapahoe Ridge,6,False,matrix,Monarch,Arapahoe Ridge
2024-2025,high,Boulder,Boulder Universal,23,False,matrix,Boulder*,Boulder Universal
2024-2025,high,Fairview,Boulder Universal,7,False,matrix,Fairview*,Boulder Universal
2024-2025,high,Boulder/Fairview Optional,Boulder Universal,2,False,matrix,Boulder/Fairview Optional,Boulder Universal
2024-2025,high,Broomfield,Boulder Universal,22,False,matrix,Broomfield,Boulder Universal
2024-2025,high,Centaurus,Boulder Universal,13,False,matrix,Centaurus,Boulder Universal
2024-2025,high,Monarch,Boulder Universal,18,False,matrix,Monarch,Boulder Universal
2024-2025,high,Nederland,Boulder Universal,2,False,matrix,Nederland,Boulder Universal
2024-2025,high,Boulder,Halcyon,2,False,matrix,Boulder*,Halcyon
2024-2025,high,Fairview,Halcyon,1,False,matrix,Fairview*,Halcyon
2024-2025,high,Centaurus,Halcyon,3,False,matrix,Centaurus,Halcyon
2024-2025,high,Monarch,Halcyon,1,False,matrix,Monarch,Halcyon
2024-2025,high,Boulder,New Vista,117,False,matrix,Boulder*,New Vista
2024-2025,high,Fairview,New Vista,69,False,matrix,Fairview*,New Vista
2024-2025,high,Boulder/Fairview Optional,New Vista,15,False,matrix,Boulder/Fairview Optional,New Vista
2024-2025,high,Broomfield,New Vista,9,False,matrix,Broomfield,New Vista
2024-2025,high,Centaurus,New Vista,25,False,matrix,Centaurus,New Vista
2024-2025,high,Monarch,New Vista,41,False,matrix,Monarch,New Vista
2024-2025,high,Nederland,New Vista,6,False,matrix,Nederland,New Vista
2024-2025,high,Boulder,Boulder Prep,14,False,matrix,Boulder*,Boulder Prep
2024-2025,high,Fairview,Boulder Prep,9,False,matrix,Fairview*,Boulder Prep
2024-2025,high,Boulder/Fairview Optional,Boulder Prep,8,False,matrix,Boulder/Fairview Optional,Boulder Prep
2024-2025,high,Broomfield,Boulder Prep,2,False,matrix,Broomfield,Boulder Prep
2024-2025,high,Centaurus,Boulder Prep,13,False,matrix,Centaurus,Boulder Prep
2024-2025,high,Monarch,Boulder Prep,3,False,matrix,Monarch,Boulder Prep
2024-2025,high,Boulder,Peak to Peak,9,False,matrix,Boulder*,Peak-to-Peak
2024-2025,high,Fairview,Peak to Peak,14,False,matrix,Fairview*,Peak-to-Peak
2024-2025,high,Boulder/Fairview Optional,Peak to Peak,3,False,matrix,Boulder/Fairview Optional,Peak-to-Peak
2024-2025,high,Broomfield,Peak to Peak,57,False,matrix,Broomfield,Peak-to-Peak
2024-2025,high,Centaurus,Peak to Peak,292,False,matrix,Centaurus,Peak-to-Peak
2024-2025,high,Monarch,Peak to Peak,94,False,matrix,Monarch,Peak-to-Peak
2024-2025,high,Boulder,Justice High,8,False,matrix,Boulder*,Justice High
2024-2025,high,Fairview,Justice High,1,False,matrix,Fairview*,Justice High
2024-2025,high,Boulder/Fairview Optional,Justice High,1,False,matrix,Boulder/Fairview Optional,Justice High
2024-2025,high,Broomfield,Justice High,4,False,matrix,Broomfield,Justice High
2024-2025,high,Centaurus,Justice High,26,False,matrix,Centaurus,Justice High
2024-2025,high,Monarch,Justice High,9,False,matrix,Monarch,Justice High
2024-2025,high,OUTSIDE_DISTRICT,Boulder,22,False,oe_from_outside_district,OUTSIDE_DISTRICT,Boulder
2024-2025,high,UNMATCHED_ADDRESS,Boulder,9,False,unmatched_addresses,UNMATCHED_ADDRESS,Boulder
2024-2025,high,PLACEMENT,Boulder,20,False,placements_into_school,PLACEMENT,Boulder
2024-2025,high,OUTSIDE_DISTRICT,Fairview,74,False,oe_from_outside_district,OUTSIDE_DISTRICT,Fairview
2024-2025,high,UNMATCHED_ADDRESS,Fairview,12,False,unmatched_addresses,UNMATCHED_ADDRESS,Fairview
2024-2025,high,PLACEMENT,Fairview,11,False,placements_into_school,PLACEMENT,Fairview
2024-2025,high,OUTSIDE_DISTRICT,Broomfield,846,False,oe_from_outside_district,OUTSIDE_DISTRICT,Broomfield
2024-2025,high,PLACEMENT,Broomfield,2,False,placements_into_school,PLACEMENT,Broomfield
2024-2025,high,OUTSIDE_DISTRICT,Centaurus,49,False,oe_from_outside_district,OUTSIDE_DISTRICT,Centaurus
2024-2025,high,UNMATCHED_ADDRESS,Centaurus,5,False,unmatched_addresses,UNMATCHED_ADDRESS,Centaurus
2024-2025,high,PLACEMENT,Centaurus,19,False,placements_into_school,PLACEMENT,Centaurus
2024-2025,high,OUTSIDE_DISTRICT,Monarch,90,False,oe_from_outside_district,OUTSIDE_DISTRICT,Monarch
2024-2025,high,UNMATCHED_ADDRESS,Monarch,8,False,unmatched_addresses,UNMATCHED_ADDRESS,Monarch
2024-2025,high,PLACEMENT,Monarch,5,False,placements_into_school,PLACEMENT,Monarch
2024-2025,high,OUTSIDE_DISTRICT,Nederland,6,False,oe_from_outside_district,OUTSIDE_DISTRICT,Nederland
2024-2025,high,OUTSIDE_DISTRICT,Arapahoe Ridge,24,False,oe_from_outside_district,OUTSIDE_DISTRICT,Arapahoe Ridge
2024-2025,high,UNMATCHED_ADDRESS,Arapahoe Ridge,1,False,unmatched_addresses,UNMATCHED_ADDRESS,Arapahoe Ridge
2024-2025,high,PLACEMENT,Arapahoe Ridge,14,False,placements_into_school,PLACEMENT,Arapahoe Ridge
2024-2025,high,OUTSIDE_DISTRICT,Boulder Universal,33,False,oe_from_outside_district,OUTSIDE_DISTRICT,Boulder Universal
2024-2025,high,PLACEMENT,Boulder Universal,13,False,placements_into_school,PLACEMENT,Boulder Universal
2024-2025,high,PLACEMENT,Halcyon,2,False,placements_into_school,PLACEMENT,Halcyon
2024-2025,high,OUTSIDE_DISTRICT,New Vista,40,False,oe_from_outside_district,OUTSIDE_DISTRICT,New Vista
2024-2025,high,PLACEMENT,New Vista,4,False,placements_into_school,PLACEMENT,New Vista
2024-2025,high,OUTSIDE_DISTRICT,Boulder Prep,34,False,oe_from_outside_district,OUTSIDE_DISTRICT,Boulder Prep
2024-2025,high,PLACEMENT,Boulder Prep,23,False,placements_into_school,PLACEMENT,Boulder Prep
2024-2025,high,OUTSIDE_DISTRICT,Peak to Peak,126,False,oe_from_outside_district,OUTSIDE_DISTRICT,Peak-to-Peak
2024-2025,high,PLACEMENT,Peak to Peak,3,False,placements_into_school,PLACEMENT,Peak-to-Peak
2024-2025,high,OUTSIDE_DISTRICT,Justice High,33,False,oe_from_outside_district,OUTSIDE_DISTRICT,Justice High
2024-2025,high,PLACEMENT,Justice High,14,False,placements_into_school,PLACEMENT,Justice High
2024-2025,middle,Manhattan,Manhattan,204,True,matrix,Manhattan,Manhattan
2024-2025,middle,Casey,Manhattan,48,False,matrix,Casey,Manhattan
2024-2025,middle,Centennial,Manhattan,28,False,matrix,Centennial,Manhattan
2024-2025,middle,Platt,Manhattan,17,False,matrix,Platt,Manhattan
2024-2025,middle,Southern Hills,Manhattan,23,False,matrix,Southern Hills,Manhattan
2024-2025,middle,Aspen Creek K-8,Manhattan,3,False,matrix,Aspen Creek K-8,Manhattan
2024-2025,middle,Broomfield Heights,Manhattan,2,False,matrix,Broomfield Heights,Manhattan
2024-2025,middle,Angevine,Manhattan,55,False,matrix,Angevine,Manhattan
2024-2025,middle,Meadowlark,Manhattan,10,False,matrix,Meadowlark,Manhattan
2024-2025,middle,Louisville Middle,Manhattan,12,False,matrix,Louisville Middle,Manhattan
2024-2025,middle,Monarch K-8,Manhattan,2,False,matrix,Monarch K-8,Manhattan
2024-2025,middle,Eldorado K-8,Manhattan,2,False,matrix,Eldorado K-8,Manhattan
2024-2025,middle,Nederland,Manhattan,6,False,matrix,Nederland,Manhattan
2024-2025,middle,Manhattan,Casey,8,False,matrix,Manhattan,Casey
2024-2025,middle,Casey,Casey,281,True,matrix,Casey,Casey
2024-2025,middle,Centennial,Casey,47,False,matrix,Centennial,Casey
2024-2025,middle,Platt,Casey,2,False,matrix,Platt,Casey
2024-2025,middle,Angevine,Casey,1,False,matrix,Angevine,Casey
2024-2025,middle,Louisville Middle,Casey,1,False,matrix,Louisville Middle,Casey
2024-2025,middle,Nederland,Casey,4,False,matrix,Nederland,Casey
2024-2025,middle,Manhattan,Centennial,12,False,matrix,Manhattan,Centennial
2024-2025,middle,Casey,Centennial,89,False,matrix,Casey,Centennial
2024-2025,middle,Centennial,Centennial,473,True,matrix,Centennial,Centennial
2024-2025,middle,Platt,Centennial,8,False,matrix,Platt,Centennial
2024-2025,middle,Louisville Middle,Centennial,2,False,matrix,Louisville Middle,Centennial
2024-2025,middle,Monarch K-8,Centennial,1,False,matrix,Monarch K-8,Centennial
2024-2025,middle,Nederland,Centennial,1,False,matrix,Nederland,Centennial
2024-2025,middle,Manhattan,Platt,77,False,matrix,Manhattan,Platt
2024-2025,middle,Casey,Platt,19,False,matrix,Casey,Platt
2024-2025,middle,Centennial,Platt,18,False,matrix,Centennial,Platt
2024-2025,middle,Platt,Platt,240,True,matrix,Platt,Platt
2024-2025,middle,Southern Hills,Platt,7,False,matrix,Southern Hills,Platt
2024-2025,middle,Aspen Creek K-8,Platt,3,False,matrix,Aspen Creek K-8,Platt
2024-2025,middle,Angevine,Platt,46,False,matrix,Angevine,Platt
2024-2025,middle,Meadowlark,Platt,7,False,matrix,Meadowlark,Platt
2024-2025,middle,Louisville Middle,Platt,22,False,matrix,Louisville Middle,Platt
2024-2025,middle,Monarch K-8,Platt,8,False,matrix,Monarch K-8,Platt
2024-2025,middle,Eldorado K-8,Platt,7,False,matrix,Eldorado K-8,Platt
2024-2025,middle,Nederland,Platt,1,False,matrix,Nederland,Platt
2024-2025,middle,Manhattan,Southern Hills,73,False,matrix,Manhattan,Southern Hills
2024-2025,middle,Casey,Southern Hills,21,False,matrix,Casey,Southern Hills
2024-2025,middle,Centennial,Southern Hills,19,False,matrix,Centennial,Southern Hills
2024-2025,middle,Platt,Southern Hills,12,False,matrix,Platt,Southern Hills
2024-2025,middle,Southern Hills,Southern Hills,314,True,matrix,Southern Hills,Southern Hills
2024-2025,middle,Aspen Creek K-8,Southern Hills,1,False,matrix,Aspen Creek K-8,Southern Hills
2024-2025,middle,Broomfield Heights,Southern Hills,1,False,matrix,Broomfield Heights,Southern Hills
2024-2025,middle,Angevine,Southern Hills,8,False,matrix,Angevine,Southern Hills
2024-2025,middle,Meadowlark,Southern Hills,1,False,matrix,Meadowlark,Southern Hills
2024-2025,middle,Louisville Middle,Southern Hills,5,False,matrix,Louisville Middle,Southern Hills
2024-2025,middle,Monarch K-8,Southern Hills,5,False,matrix,Monarch K-8,Southern Hills
2024-2025,middle,Eldorado K-8,Southern Hills,7,False,matrix,Eldorado K-8,Southern Hills
2024-2025,middle,Nederland,Southern Hills,4,False,matrix,Nederland,Southern Hills
2024-2025,middle,Manhattan,Aspen Creek K-8,1,False,matrix,Manhattan,Aspen Creek K-8
2024-2025,middle,Aspen Creek K-8,Aspen Creek K-8,225,True,matrix,Aspen Creek K-8,Aspen Creek K-8
2024-2025,middle,Broomfield Heights,Aspen Creek K-8,30,False,matrix,Broomfield Heights,Aspen Creek K-8
2024-2025,middle,Angevine,Aspen Creek K-8,4,False,matrix,Angevine,Aspen Creek K-8
2024-2025,middle,Monarch K-8,Aspen Creek K-8,1,False,matrix,Monarch K-8,Aspen Creek K-8
2024-2025,middle,Eldorado K-8,Aspen Creek K-8,1,False,matrix,Eldorado K-8,Aspen Creek K-8
2024-2025,middle,Aspen Creek K-8,Broomfield Heights,63,False,matrix,Aspen Creek K-8,Broomfield Heights
2024-2025,middle,Broomfield Heights,Broomfield Heights,269,True,matrix,Broomfield Heights,Broomfield Heights
2024-2025,middle,Angevine,Broomfield Heights,1,False,matrix,Angevine,Broomfield Heights
2024-2025,middle,Meadowlark,Broomfield Heights,1,False,matrix,Meadowlark,Broomfield Heights
2024-2025,middle,Monarch K-8,Broomfield Heights,1,False,matrix,Monarch K-8,Broomfield Heights
2024-2025,middle,Casey,Angevine,1,False,matrix,Casey,Angevine
2024-2025,middle,Centennial,Angevine,2,False,matrix,Centennial,Angevine
2024-2025,middle,Platt,Angevine,2,False,matrix,Platt,Angevine
2024-2025,middle,Southern Hills,Angevine,1,False,matrix,Southern Hills,Angevine
2024-2025,middle,Aspen Creek K-8,Angevine,1,False,matrix,Aspen Creek K-8,Angevine
2024-2025,middle,Broomfield Heights,Angevine,2,False,matrix,Broomfield Heights,Angevine
