year,leaid,district_code,district_name,teacher_fte,teacher_fte_prek,teacher_fte_kindergarten,teacher_fte_elementary,teacher_fte_secondary,staff_total_fte,enrollment_reported,source
1988,0802370,0002,PLATTE CANYON       1,61.0,,,,,,1091,ccd-lea-1988
1988,0806000,0002,PLATTE VALLEY       RE-3,19.0,,,,,,181,ccd-lea-1988
1988,0804950,0003,PLATTE VALLEY       RE-7,50.0,,,,,,783,ccd-lea-1988
1988,0803990,0001,POUDRE              R-1,899.0,,,,,,17597,ccd-lea-1988
1988,0806720,0003,PRAIRIE             RE-11(J),16.0,,,,,,97,ccd-lea-1988
1988,0807260,0001,PRIMERO REORGANIZED 2,16.0,,,,,,181,ccd-lea-1988
1988,0806090,0000,PRITCHETT           RE-3,10.0,,,,,,70,ccd-lea-1988
1988,0806120,0002,PUEBLO CITY         60,971.0,,,,,,18542,ccd-lea-1988
1988,0806150,0002,PUEBLO COUNTY RURAL 70,230.0,,,,,,4192,ccd-lea-1988
1988,0806180,0002,RANGELY             RE-4,51.0,,,,,,726,ccd-lea-1988
1988,0806210,0002,RIDGWAY             R-2,21.0,,,,,,217,ccd-lea-1988
1988,0804260,0001,ROARING FORK        RE-1(J),183.0,,,,,,3306,ccd-lea-1988
1988,0806270,0002,ROCKY FORD          R-2,84.0,,,,,,1301,ccd-lea-1988
1988,0806330,0000,SALIDA              R-32(J),74.0,,,,,,1247,ccd-lea-1988
1988,0806390,0000,SANFORD             6J,18.0,,,,,,344,ccd-lea-1988
1988,0806420,0000,SANGRE DE CRISTO    RE-22J,19.0,,,,,,286,ccd-lea-1988
1988,0806450,0002,SARGENT             RE-33J,33.0,,,,,,445,ccd-lea-1988
1988,0806540,0000,SHERIDAN            2,87.0,,,,,,1553,ccd-lea-1988
1988,0804140,0000,SIERRA GRANDE       R-30,21.0,,,,,,284,ccd-lea-1988
1988,0806570,0002,SILVERTON           1,16.0,,,,,,157,ccd-lea-1988
1988,0802130,0000,SOUTH CONEJOS       RE-10,39.0,,,,,,478,ccd-lea-1988
1988,0805910,0002,SOUTH ROUTT         RE 3(J),30.0,,,,,,353,ccd-lea-1988
1988,0899400,0009,SOUTHEASTERN BOCES,14.0,,,,,,27,ccd-lea-1988
1988,0899420,0009,SOUTHWEST BOCS,1.0,,,,,,64,ccd-lea-1988
1988,0806630,0000,SPRINGFIELD         RE-4,35.0,,,,,,342,ccd-lea-1988
1988,0805370,0000,ST. VRAIN VALLEY    RE 1J,779.0,,,,,,14959,ccd-lea-1988
1988,0806660,0002,STEAMBOAT SPRINGS   RE-2,101.0,,,,,,1530,ccd-lea-1988
1988,0806750,0000,STRASBURG           31J,30.0,,,,,,418,ccd-lea-1988
1988,0806780,0001,STRATTON            R-4,22.0,,,,,,260,ccd-lea-1988
1988,0806810,0003,SUMMIT              RE-1,101.0,,,,,,1536,ccd-lea-1988
1988,0806840,0002,SWINK               33,24.0,,,,,,318,ccd-lea-1988
1988,0806870,0002,TELLURIDE           R-1,28.0,,,,,,277,ccd-lea-1988
1988,0805400,0001,THOMPSON            R-2J,657.0,,,,,,11762,ccd-lea-1988
1988,0806960,0001,TRINIDAD            1,93.0,,,,,,1690,ccd-lea-1988
1988,0806690,0001,VALLEY              RE-1,178.0,,,,,,2793,ccd-lea-1988
1988,0806990,0000,VILAS               RE-5,13.0,,,,,,72,ccd-lea-1988
1988,0807110,0000,WALSH               RE-1,22.0,,,,,,320,ccd-lea-1988
1988,0899440,0009,WELD BOCES,0.0,,,,,,237,ccd-lea-1988
1988,0807140,0002,WELDON VALLEY       RE-20(J),15.0,,,,,,123,ccd-lea-1988
1988,0805850,0002,WEST END            RE-2,25.0,,,,,,378,ccd-lea-1988
1988,0805070,0001,WEST GRAND          1(JT),40.0,,,,,,535,ccd-lea-1988
1988,0807170,0003,WEST YUMA COUNTY    RJ-1,76.0,,,,,,1003,ccd-lea-1988
1988,0807230,0000,WESTMINSTER         50,564.0,,,,,,10760,ccd-lea-1988
1988,0806480,0000,WIDEFIELD           3,361.0,,,,,,6964,ccd-lea-1988
1988,0807290,0002,WIGGINS             RE-50(J),31.0,,,,,,410,ccd-lea-1988
1988,0807320,0002,WILEY               RE-13 JT,23.0,,,,,,293,ccd-lea-1988
1988,0807350,0003,WINDSOR             RE-4,103.0,,,,,,1625,ccd-lea-1988
1988,0807380,0003,WOODLAND PARK       RE-2,109.0,,,,,,2136,ccd-lea-1988
1988,0807410,0003,WOODLIN             R-104,16.0,,,,,,105,ccd-lea-1988
1989,0801920,1040,ACADEMY             20,564.0,,,,,,10375,ccd-lea-1989
1989,0801950,0030,ADAMS COUNTY        14,307.0,,,,,,5981,ccd-lea-1989
1989,0802340,0180,ADAMS-ARAPAHOE      28J,1386.0,,,,,,25345,ccd-lea-1989
1989,0801980,0960,AGATE               300,8.0,,,,,,48,ccd-lea-1989
1989,0802010,1620,AGUILAR REORGANIZED 6,18.0,,,,,,176,ccd-lea-1989
1989,0802040,3030,AKRON               R-1,34.0,,,,,,439,ccd-lea-1989
1989,0802070,0100,ALAMOSA             RE-11J,138.0,,,,,,2369,ccd-lea-1989
1989,0802190,0220,ARCHULETA COUNTY    50 JT,60.0,,,,,,1010,ccd-lea-1989
1989,0802220,3040,ARICKAREE           R-2,17.0,,,,,,129,ccd-lea-1989
1989,0899040,9020,ARKANSAS VALLEY BOCS,3.0,,,,,,22,ccd-lea-1989
1989,0802260,1450,ARRIBA-FLAGLER      C-20,20.0,,,,,,245,ccd-lea-1989
1989,0802280,2640,ASPEN               1,83.0,,,,,,986,ccd-lea-1989
1989,0802310,3145,AULT-HIGHLAND       RE-9,46.0,,,,,,773,ccd-lea-1989
1989,0802400,1530,BAYFIELD            10 JT-R,44.0,,,,,,752,ccd-lea-1989
1989,0802430,0050,BENNETT             29J,54.0,,,,,,810,ccd-lea-1989
1989,0802460,1490,BETHUNE             R-5,12.0,,,,,,96,ccd-lea-1989
1989,0806600,0940,BIG SANDY           100J,19.0,,,,,,253,ccd-lea-1989
1989,0802490,0480,BOULDER VALLEY      RE 2,1170.0,,,,,,21013,ccd-lea-1989
1989,0802520,1750,BRANSON REORGANIZED 82,8.0,,,,,,36,ccd-lea-1989
1989,0802550,3146,BRIGGSDALE          RE-10,12.0,,,,,,77,ccd-lea-1989
1989,0802580,0040,BRIGHTON            27J,219.0,,,,,,3925,ccd-lea-1989
1989,0802610,2395,BRUSH               RE-2(J),81.0,,,,,,1261,ccd-lea-1989
1989,0802640,0490,BUENA VISTA         R-31,56.0,,,,,,858,ccd-lea-1989
1989,0805640,1860,BUFFALO             RE-4,17.0,,,,,,211,ccd-lea-1989
1989,0802670,1500,BURLINGTON          RE-6J,58.0,,,,,,853,ccd-lea-1989
1989,0802700,0190,BYERS               32J,25.0,,,,,,339,ccd-lea-1989
1989,0802730,0970,CALHAN              RJ-1,21.0,,,,,,300,ccd-lea-1989
1989,0802760,0270,CAMPO               RE-6,10.0,,,,,,72,ccd-lea-1989
1989,0802790,1140,CANON CITY          RE-1,187.0,,,,,,3346,ccd-lea-1989
1989,0806360,0640,CENTENNIAL          R-1,29.0,,,,,,379,ccd-lea-1989
1989,0802850,2810,CENTER              26 JT.,42.0,,,,,,621,ccd-lea-1989
1989,0802880,2560,CHERAW              31,18.0,,,,,,190,ccd-lea-1989
1989,0802910,0130,CHERRY CREEK        5,1503.0,,,,,,28027,ccd-lea-1989
1989,0800001,0520,CHEYENNE COUNTY     RE-5,28.0,,,,,,375,ccd-lea-1989
1989,0802940,1020,CHEYENNE MOUNTAIN   12,130.0,,,,,,2409,ccd-lea-1989
1989,0803000,0540,CLEAR CREEK         RE-1,79.0,,,,,,1408,ccd-lea-1989
1989,0803060,1010,COLORADO SPRINGS    11,1654.0,,,,,,29931,ccd-lea-1989
1989,0807200,0860,CONSOLIDATED        C-1,25.0,,,,,,319,ccd-lea-1989
1989,0803120,1160,COTOPAXI            RE-3,21.0,,,,,,232,ccd-lea-1989
1989,0803150,2010,CREEDE CONSOLIDATED 1,10.0,,,,,,102,ccd-lea-1989
1989,0803180,3010,CRIPPLE CREEK-VICTORRE-1,19.0,,,,,,312,ccd-lea-1989
1989,0803210,0770,CROWLEY COUNTY      RE-1-J,42.0,,,,,,533,ccd-lea-1989
1989,0803240,1980,DEBEQUE             49JT,11.0,,,,,,110,ccd-lea-1989
1989,0803270,0170,DEER TRAIL          26J,17.0,,,,,,181,ccd-lea-1989
1989,0803300,2730,DEL NORTE           C-7,45.0,,,,,,636,ccd-lea-1989
1989,0803330,0870,DELTA COUNTY        50(J),223.0,,,,,,3781,ccd-lea-1989
1989,0803360,0880,DENVER COUNTY       1,3641.0,,,,,,58299,ccd-lea-1989
1989,0803390,2055,DOLORES             RE-4A,35.0,,,,,,528,ccd-lea-1989
1989,0803420,0890,DOLORES COUNTY      RE NO.2,27.0,,,,,,342,ccd-lea-1989
1989,0803450,0900,DOUGLAS COUNTY      RE 1,709.0,,,,,,12001,ccd-lea-1989
1989,0803480,1520,DURANGO             9-R,206.0,,,,,,3898,ccd-lea-1989
1989,0803510,1430,EADS                RE-1,25.0,,,,,,298,ccd-lea-1989
1989,0803540,0910,EAGLE COUNTY        RE 50,156.0,,,,,,2539,ccd-lea-1989
1989,0804320,1350,EAST GRAND          2,71.0,,,,,,1014,ccd-lea-1989
1989,0805130,2520,EAST OTERO          R-1,123.0,,,,,,1936,ccd-lea-1989
1989,0803570,3430,EAST YUMA COUNTY    RJ-2,70.0,,,,,,955,ccd-lea-1989
1989,0803600,3085,EATON               RE-2,65.0,,,,,,1124,ccd-lea-1989
1989,0803630,1120,EDISON              54 JT,5.0,,,,,,39,ccd-lea-1989
1989,0803690,0950,ELBERT              200,14.0,,,,,,133,ccd-lea-1989
1989,0803720,0920,ELIZABETH           C-1,81.0,,,,,,1330,ccd-lea-1989
1989,0803750,1050,ELLICOTT            22,34.0,,,,,,466,ccd-lea-1989
1989,0803780,0120,ENGLEWOOD           1,202.0,,,,,,4039,ccd-lea-1989
1989,0803870,1110,FALCON              49,138.0,,,,,,2460,ccd-lea-1989
1989,0803960,1150,FLORENCE            RE-2,102.0,,,,,,1672,ccd-lea-1989
1989,0804020,3140,FORT LUPTON         RE-8,111.0,,,,,,2268,ccd-lea-1989
1989,0804050,2405,FORT MORGAN         RE-3,158.0,,,,,,2692,ccd-lea-1989
1989,0804080,1000,FOUNTAIN            8,217.0,,,,,,3522,ccd-lea-1989
1989,0804110,2540,FOWLER              R-4J,34.0,,,,,,455,ccd-lea-1989
1989,0803930,1850,FRENCHMAN           RE-3,19.0,,,,,,157,ccd-lea-1989
1989,0804380,1220,GARFIELD            16,32.0,,,,,,426,ccd-lea-1989
1989,0806240,1195,GARFIELD            RE-2,119.0,,,,,,2392,ccd-lea-1989
1989,0800003,1780,GENOA-HUGO          C113,22.0,,,,,,227,ccd-lea-1989
1989,0804200,3080,GILCREST            RE-1,101.0,,,,,,1709,ccd-lea-1989
1989,0804230,1330,GILPIN COUNTY       RE-1,25.0,,,,,,337,ccd-lea-1989
1989,0804290,2650,GRANADA             RE-1,21.0,,,,,,259,ccd-lea-1989
1989,0804410,3120,GREELEY             6,614.0,,,,,,11333,ccd-lea-1989
1989,0804470,1360,GUNNISON WATERSHED  RE1J,88.0,,,,,,1388,ccd-lea-1989
1989,0804500,1070,HANOVER             28,6.0,,,,,,70,ccd-lea-1989
1989,0804530,0980,HARRISON            2,581.0,,,,,,9791,ccd-lea-1989
1989,0804560,2630,HAXTUN              RE-2J,24.0,,,,,,293,ccd-lea-1989
1989,0804590,2760,HAYDEN              RE-1,41.0,,,,,,494,ccd-lea-1989
1989,0800002,1460,HI-PLAINS           R-23,14.0,,,,,,122,ccd-lea-1989
1989,0804620,1380,HINSDALE COUNTY     RE. 1,3.0,,,,,,36,ccd-lea-1989
1989,0804650,1600,HOEHNE REORGANIZED  3,20.0,,,,,,294,ccd-lea-1989
1989,0804680,2670,HOLLY               RE-3,27.0,,,,,,369,ccd-lea-1989
1989,0804710,2620,HOLYOKE             RE-1J,40.0,,,,,,544,ccd-lea-1989
1989,0807080,1390,HUERFANO            RE-1,57.0,,,,,,816,ccd-lea-1989
1989,0804770,1540,IGNACIO             11 JT,66.0,,,,,,968,ccd-lea-1989
1989,0804800,1420,JEFFERSON COUNTY    R-1,3565.0,,,,,,75164,ccd-lea-1989
1989,0804830,3110,JOHNSTOWN-MILLIKEN  RE-5J,65.0,,,,,,1158,ccd-lea-1989
1989,0804860,2862,JULESBURG           RE-1,27.0,,,,,,357,ccd-lea-1989
1989,0804890,1810,KARVAL              RE-23,9.0,,,,,,74,ccd-lea-1989
1989,0804920,3090,KEENESBURG          RE-3,66.0,,,,,,1153,ccd-lea-1989
1989,0804980,1760,KIM REORGANIZED     88,9.0,,,,,,67,ccd-lea-1989
1989,0805010,0930,KIOWA               C-2,14.0,,,,,,212,ccd-lea-1989
1989,0805040,0510,KIT CARSON          R-1,18.0,,,,,,141,ccd-lea-1989
1989,0805160,1400,LA VETA             RE-2,20.0,,,,,,233,ccd-lea-1989
1989,0805190,1510,LAKE COUNTY         R-1,72.0,,,,,,1159,ccd-lea-1989
1989,0805220,2660,LAMAR               RE-2,119.0,,,,,,2086,ccd-lea-1989
1989,0805250,0290,LAS ANIMAS          RE-1,54.0,,,,,,755,ccd-lea-1989
1989,0805820,1080,LEWIS-PALMER        38,114.0,,,,,,2313,ccd-lea-1989
1989,0805280,1790,LIMON               RE-4J,30.0,,,,,,436,ccd-lea-1989
1989,0805310,0140,LITTLETON           6,791.0,,,,,,15356,ccd-lea-1989
1989,0805340,3060,LONE STAR           101,9.0,,,,,,58,ccd-lea-1989
1989,0805460,2070,MANCOS              RE-6,33.0,,,,,,473,ccd-lea-1989
1989,0805490,1030,MANITOU SPRINGS     14,61.0,,,,,,1113,ccd-lea-1989
1989,0805520,2535,MANZANOLA           3J,19.0,,,,,,275,ccd-lea-1989
1989,0805550,0010,MAPLETON            1,236.0,,,,,,4727,ccd-lea-1989
1989,0805580,0310,MC CLAVE            RE-2,18.0,,,,,,168,ccd-lea-1989
1989,0805610,2710,MEEKER              RE1,44.0,,,,,,682,ccd-lea-1989
1989,0804350,2000,MESA COUNTY VALLEY  51,886.0,,,,,,16286,ccd-lea-1989
1989,0805670,1130,MIAMI/YODER         60 JT,14.0,,,,,,182,ccd-lea-1989
1989,0805700,2800,MOFFAT              2,16.0,,,,,,127,ccd-lea-1989
1989,0805730,2020,MOFFAT COUNTY       RE:NO 1,142.0,,,,,,2613,ccd-lea-1989
1989,0805760,2740,MONTE VISTA         C-8,86.0,,,,,,1383,ccd-lea-1989
1989,0803090,2035,MONTEZUMA-CORTEZ    RE-1,187.0,,,,,,3168,ccd-lea-1989
1989,0805790,2180,MONTROSE COUNTY     RE-1J,258.0,,,,,,4356,ccd-lea-1989
1989,0899160,9030,MOUNTAIN BOCES,6.0,,,,,,28,ccd-lea-1989
1989,0806300,2790,MOUNTAIN VALLEY     RE 1,20.0,,,,,,208,ccd-lea-1989
1989,0805100,0550,NORTH CONEJOS       RE-1J,74.0,,,,,,1152,ccd-lea-1989
1989,0807050,1410,NORTH PARK          R-1,23.0,,,,,,302,ccd-lea-1989
1989,0806900,0020,NORTHGLENN-THORNTON 12,1120.0,,,,,,20692,ccd-lea-1989
1989,0805880,2840,NORWOOD             R-2J,24.0,,,,,,284,ccd-lea-1989
1989,0805940,3050,OTIS                R-3,19.0,,,,,,197,ccd-lea-1989
1989,0805970,2580,OURAY               R-1,17.0,,,,,,186,ccd-lea-1989
1989,0803810,1570,PARK (ESTES PARK)   R-3,65.0,,,,,,1137,ccd-lea-1989
1989,0803840,2610,PARK COUNTY         RE-2,31.0,,,,,,391,ccd-lea-1989
1989,0804440,3148,PAWNEE              RE-12,17.0,,,,,,81,ccd-lea-1989
1989,0806060,1060,PEYTON              23 JT,21.0,,,,,,303,ccd-lea-1989
1989,0899240,9045,PIKES PEAK BOCES,59.0,,,,,,32,ccd-lea-1989
1989,0806930,1440,PLAINVIEW           RE-2,15.0,,,,,,93,ccd-lea-1989
1989,0806030,1870,PLATEAU             RE-5,18.0,,,,,,132,ccd-lea-1989
1989,0803030,1990,PLATEAU VALLEY      50,30.0,,,,,,511,ccd-lea-1989
1989,0802370,2600,PLATTE CANYON       1,64.0,,,,,,1098,ccd-lea-1989
1989,0806000,2865,PLATTE VALLEY       RE-3,19.0,,,,,,183,ccd-lea-1989
1989,0804950,3130,PLATTE VALLEY       RE-7,49.0,,,,,,850,ccd-lea-1989
1989,0803990,1550,POUDRE              R-1,935.0,,,,,,17965,ccd-lea-1989
1989,0806720,3147,PRAIRIE             RE-11,16.0,,,,,,106,ccd-lea-1989
1989,0807260,1590,PRIMERO REORGANIZED 2,16.0,,,,,,171,ccd-lea-1989
1989,0806090,0240,PRITCHETT           RE-3,10.0,,,,,,89,ccd-lea-1989
1989,0806120,2690,PUEBLO CITY         60,984.0,,,,,,18403,ccd-lea-1989
1989,0806150,2700,PUEBLO COUNTY RURAL 70,228.0,,,,,,4135,ccd-lea-1989
1989,0806180,2720,RANGELY             RE-4,49.0,,,,,,702,ccd-lea-1989
1989,0806210,2590,RIDGWAY             R-2,19.0,,,,,,207,ccd-lea-1989
1989,0804260,1180,ROARING FORK        RE-1,191.0,,,,,,3495,ccd-lea-1989
1989,0806270,2530,ROCKY FORD          R-2,84.0,,,,,,1309,ccd-lea-1989
1989,0806330,0500,SALIDA              R-32,72.0,,,,,,1241,ccd-lea-1989
1989,0806390,0560,SANFORD             6J,20.0,,,,,,348,ccd-lea-1989
1989,0806420,0110,SANGRE DE CRISTO    RE-22J,20.0,,,,,,282,ccd-lea-1989
1989,0806450,2750,SARGENT             RE-33J,33.0,,,,,,406,ccd-lea-1989
1989,0806540,0123,SHERIDAN            2,87.0,,,,,,1524,ccd-lea-1989
1989,0804140,0740,SIERRA GRANDE       R-30,22.0,,,,,,309,ccd-lea-1989
1989,0806570,2820,SILVERTON           1,15.0,,,,,,160,ccd-lea-1989
1989,0802130,0580,SOUTH CONEJOS       RE-10,37.0,,,,,,467,ccd-lea-1989
1989,0805910,2780,SOUTH ROUTT         RE 3,31.0,,,,,,365,ccd-lea-1989
1989,0899400,9075,SOUTHEASTERN BOCES,15.0,,,,,,0,ccd-lea-1989
1989,0899420,9080,SOUTHWEST BOCS,1.0,,,,,,74,ccd-lea-1989
1989,0806630,0250,SPRINGFIELD         RE-4,31.0,,,,,,356,ccd-lea-1989
1989,0805370,0470,ST. VRAIN VALLEY    RE 1J,793.0,,,,,,14929,ccd-lea-1989
1989,0806660,2770,STEAMBOAT SPRINGS   RE-2,108.0,,,,,,1600,ccd-lea-1989
1989,0806750,0060,STRASBURG           31J,33.0,,,,,,437,ccd-lea-1989
1989,0806780,1480,STRATTON            R-4,22.0,,,,,,274,ccd-lea-1989
1989,0806810,3000,SUMMIT              RE-1,102.0,,,,,,1630,ccd-lea-1989
1989,0806840,2570,SWINK               33,24.0,,,,,,327,ccd-lea-1989
1989,0806870,2830,TELLURIDE           R-1,27.0,,,,,,294,ccd-lea-1989
1989,0805400,1560,THOMPSON            R-2J,650.0,,,,,,11783,ccd-lea-1989
1989,0806960,1580,TRINIDAD            1,95.0,,,,,,1646,ccd-lea-1989
1989,0806690,1828,VALLEY              RE-1,180.0,,,,,,2725,ccd-lea-1989
1989,0806990,0260,VILAS               RE-5,13.0,,,,,,60,ccd-lea-1989
1989,0807110,0230,WALSH               RE-1,22.0,,,,,,284,ccd-lea-1989
1989,0899440,9085,WELD BOCES,86.0,,,,,,225,ccd-lea-1989
1989,0807140,2505,WELDON VALLEY       RE-20(J),15.0,,,,,,144,ccd-lea-1989
1989,0805850,2190,WEST END            RE-2,27.0,,,,,,412,ccd-lea-1989
1989,0805070,1340,WEST GRAND          1,40.0,,,,,,515,ccd-lea-1989
1989,0807170,3420,WEST YUMA COUNTY    RJ-1,78.0,,,,,,1013,ccd-lea-1989
1989,0807230,0070,WESTMINSTER         50,595.0,,,,,,10924,ccd-lea-1989
1989,0806480,0990,WIDEFIELD           3,365.0,,,,,,6893,ccd-lea-1989
1989,0807290,2515,WIGGINS             RE-50(J),32.0,,,,,,408,ccd-lea-1989
1989,0807320,2680,WILEY               RE-13 JT,19.0,,,,,,288,ccd-lea-1989
1989,0807350,3100,WINDSOR             RE-4,103.0,,,,,,1697,ccd-lea-1989
1989,0807380,3020,WOODLAND PARK       RE-2,108.0,,,,,,2212,ccd-lea-1989
1989,0807410,3070,WOODLIN             R-104,16.0,,,,,,105,ccd-lea-1989
1990,0801920,1040,ACADEMY 20,578.0,,,,,,10986,ccd-lea-1990
1990,0801950,0030,ADAMS COUNTY 14,305.0,,,,,,6039,ccd-lea-1990
1990,0800007,9120,ADAMS COUNTY BOCES,0.0,,,,,,0,ccd-lea-1990
1990,0802340,0180,ADAMS-ARAPAHOE 28J,1380.0,,,,,,25897,ccd-lea-1990
1990,0801980,0960,AGATE 300,7.0,,,,,,60,ccd-lea-1990
1990,0802010,1620,AGUILAR REORGANIZED 6,18.0,,,,,,166,ccd-lea-1990
1990,0802040,3030,AKRON R-1,35.0,,,,,,447,ccd-lea-1990
1990,0802070,0100,ALAMOSA RE-11J,137.0,,,,,,2453,ccd-lea-1990
1990,0802190,0220,ARCHULETA COUNTY 50 JT,64.0,,,,,,1117,ccd-lea-1990
1990,0802220,3040,ARICKAREE R-2,16.0,,,,,,141,ccd-lea-1990
1990,0899040,9020,ARKANSAS VALLEY BOCS,5.0,,,,,,47,ccd-lea-1990
1990,0802260,1450,ARRIBA-FLAGLER C-20,19.0,,,,,,248,ccd-lea-1990
1990,0802280,2640,ASPEN 1,81.0,,,,,,988,ccd-lea-1990
1990,0802310,3145,AULT-HIGHLAND RE-9,43.0,,,,,,799,ccd-lea-1990
1990,0802400,1530,BAYFIELD 10 JT-R,47.0,,,,,,818,ccd-lea-1990
1990,0802430,0050,BENNETT 29J,52.0,,,,,,811,ccd-lea-1990
1990,0802460,1490,BETHUNE R-5,13.0,,,,,,86,ccd-lea-1990
1990,0806600,0940,BIG SANDY 100J,20.0,,,,,,276,ccd-lea-1990
1990,0802490,0480,BOULDER VALLEY RE 2,1157.0,,,,,,21502,ccd-lea-1990
1990,0802520,1750,BRANSON REORGANIZED 82,8.0,,,,,,46,ccd-lea-1990
1990,0802550,3146,BRIGGSDALE RE-10,12.0,,,,,,71,ccd-lea-1990
1990,0802580,0040,BRIGHTON 27J,220.0,,,,,,3953,ccd-lea-1990
1990,0802610,2395,BRUSH RE-2(J),85.0,,,,,,1366,ccd-lea-1990
1990,0802640,0490,BUENA VISTA R-31,59.0,,,,,,865,ccd-lea-1990
1990,0805640,1860,BUFFALO RE-4,19.0,,,,,,213,ccd-lea-1990
1990,0802670,1500,BURLINGTON RE-6J,60.0,,,,,,846,ccd-lea-1990
1990,0802700,0190,BYERS 32J,26.0,,,,,,345,ccd-lea-1990
1990,0802730,0970,CALHAN RJ-1,22.0,,,,,,312,ccd-lea-1990
1990,0802760,0270,CAMPO RE-6,9.0,,,,,,72,ccd-lea-1990
1990,0802790,1140,CANON CITY RE-1,187.0,,,,,,3439,ccd-lea-1990
1990,0806360,0640,CENTENNIAL R-1,28.0,,,,,,365,ccd-lea-1990
1990,0802850,2810,CENTER 26 JT,45.0,,,,,,648,ccd-lea-1990
1990,0802880,2560,CHERAW 31,19.0,,,,,,198,ccd-lea-1990
1990,0802910,0130,CHERRY CREEK 5,1649.0,,,,,,29210,ccd-lea-1990
1990,0800001,0520,CHEYENNE COUNTY RE-5,31.0,,,,,,403,ccd-lea-1990
1990,0802940,1020,CHEYENNE MOUNTAIN 12,132.0,,,,,,2549,ccd-lea-1990
1990,0803000,0540,CLEAR CREEK RE-1,81.0,,,,,,1392,ccd-lea-1990
1990,0803060,1010,COLORADO SPRINGS 11,1592.0,,,,,,30009,ccd-lea-1990
1990,0807200,0860,CONSOLIDATED C-1,25.0,,,,,,343,ccd-lea-1990
1990,0803120,1160,COTOPAXI RE-3,20.0,,,,,,235,ccd-lea-1990
1990,0803150,2010,CREEDE CONSOLIDATED 1,10.0,,,,,,88,ccd-lea-1990
1990,0803180,3010,CRIPPLE CREEK-VICTOR RE-1,19.0,,,,,,365,ccd-lea-1990
1990,0803210,0770,CROWLEY COUNTY RE-1-J,40.0,,,,,,556,ccd-lea-1990
1990,0803240,1980,DE BEQUE 49JT,12.0,,,,,,127,ccd-lea-1990
1990,0803270,0170,DEER TRAIL 26J,19.0,,,,,,174,ccd-lea-1990
1990,0803300,2730,DEL NORTE C-7,47.0,,,,,,652,ccd-lea-1990
1990,0803330,0870,DELTA COUNTY 50(J),230.0,,,,,,3923,ccd-lea-1990
1990,0899060,9100,DELTA-MONTROSE AREA VOC TECH,0.0,,,,,,0,ccd-lea-1990
1990,0803360,0880,DENVER COUNTY 1,3673.0,,,,,,59013,ccd-lea-1990
1990,0803420,0890,DOLORES COUNTY RE NO.2,19.0,,,,,,322,ccd-lea-1990
1990,0803390,2055,DOLORES RE-4A,33.0,,,,,,589,ccd-lea-1990
1990,0803450,0900,DOUGLAS COUNTY RE 1,764.0,,,,,,13125,ccd-lea-1990
1990,0803480,1520,DURANGO 9-R,223.0,,,,,,4107,ccd-lea-1990
1990,0803510,1430,EADS RE-1,24.0,,,,,,314,ccd-lea-1990
1990,0803540,0910,EAGLE COUNTY RE 50,166.0,,,,,,2701,ccd-lea-1990
1990,0899080,9025,EAST CENTRAL BOCES,0.0,,,,,,0,ccd-lea-1990
1990,0804320,1350,EAST GRAND 2,72.0,,,,,,1061,ccd-lea-1990
1990,0805130,2520,EAST OTERO R-1,121.0,,,,,,1944,ccd-lea-1990
1990,0803570,3430,EAST YUMA COUNTY RJ-2,73.0,,,,,,953,ccd-lea-1990
1990,0803600,3085,EATON RE-2,65.0,,,,,,1184,ccd-lea-1990
1990,0803630,1120,EDISON 54 JT,5.0,,,,,,33,ccd-lea-1990
1990,0803690,0950,ELBERT 200,15.0,,,,,,141,ccd-lea-1990
1990,0803720,0920,ELIZABETH C-1,84.0,,,,,,1409,ccd-lea-1990
1990,0803750,1050,ELLICOTT 22,32.0,,,,,,469,ccd-lea-1990
1990,0803780,0120,ENGLEWOOD 1,213.0,,,,,,4153,ccd-lea-1990
1990,0803870,1110,FALCON 49,140.0,,,,,,2488,ccd-lea-1990
1990,0803960,1150,FLORENCE RE-2,106.0,,,,,,1615,ccd-lea-1990
1990,0804020,3140,FORT LUPTON RE-8,112.0,,,,,,2320,ccd-lea-1990
1990,0804050,2405,FORT MORGAN RE-3,164.0,,,,,,2808,ccd-lea-1990
1990,0804080,1000,FOUNTAIN 8,225.0,,,,,,3625,ccd-lea-1990
1990,0804110,2540,FOWLER R-4J,34.0,,,,,,439,ccd-lea-1990
1990,0803930,1850,FRENCHMAN RE-3,19.0,,,,,,160,ccd-lea-1990
1990,0804380,1220,GARFIELD 16,31.0,,,,,,405,ccd-lea-1990
1990,0806240,1195,GARFIELD RE-2,124.0,,,,,,2563,ccd-lea-1990
1990,0800003,1780,GENOA-HUGO C113,22.0,,,,,,233,ccd-lea-1990
1990,0804230,1330,GILPIN COUNTY RE-1,26.0,,,,,,345,ccd-lea-1990
1990,0804290,2650,GRANADA RE-1,23.0,,,,,,245,ccd-lea-1990
1990,0804410,3120,GREELEY 6,629.0,,,,,,11657,ccd-lea-1990
1990,0804470,1360,GUNNISON WATERSHED RE1J,90.0,,,,,,1407,ccd-lea-1990
1990,0804500,1070,HANOVER 28,5.0,,,,,,63,ccd-lea-1990
1990,0804530,0980,HARRISON 2,593.0,,,,,,9666,ccd-lea-1990
1990,0804560,2630,HAXTUN RE-2J,26.0,,,,,,305,ccd-lea-1990
1990,0804590,2760,HAYDEN RE-1,39.0,,,,,,509,ccd-lea-1990
