ncessch,school_codes,names,district_codes,first_year,last_year,closure_label,closure_confidence,closure_evidence,latitude_x,longitude_x,last_district,last_name,last_enrollment,latitude_y,longitude_y
080633001107,4680,KESNER JR. HIGH SCHOOL;KESNER JUNIOR HIGH SCHOOL;KESNER JR HIGH SCHOOL;SALIDA MIDDLE SCHOOL;Salida Middle School,0500,1986,2024,still_open,high,reported in 2024,38.5268,-105.9942,0500,Salida Middle School,329.0,38.5268,-105.9942
080633001108,5268,LONGFELLOW ELEM SCHOOL;LONGFELLOW ELEMENTARY SCHOOL;Longfellow Elementary School,0500,1986,2024,still_open,high,reported in 2024,38.533056,-106.000699,0500,Longfellow Elementary School,450.0,38.533056,-106.000699
080633001109,7568,SALIDA HIGH SCHOOL;Salida High School,0500,1986,2024,still_open,high,reported in 2024,38.525552,-105.996215,0500,Salida High School,410.0,38.525552,-105.996215
080633001762,1605,CHAFFEE COUNTY HEAD START,,2000,2002,closed,high,CCD school_status=2,,,,CHAFFEE COUNTY HEAD START,,,
080633001801,8352,STRAWBERRY DOOR,,2000,2002,closed,high,CCD school_status=2,38.528156,-106.011058,,STRAWBERRY DOOR,,38.528156,-106.011058
080633006413,4085,HORIZONS EXPLORATORY ACADEMY;Horizons Exploratory Academy,0500,2008,2024,still_open,high,reported in 2024,38.528228,-105.99577,0500,Horizons Exploratory Academy,32.0,38.528228,-105.99577
080633006500,1554,CREST ACADEMY;Crest Academy,0500,2011,2024,still_open,high,reported in 2024,38.526455,-105.984338,0500,Crest Academy,60.0,38.526455,-105.984338
080633006501,7643,SALIDA EARLY CHILDHOOD CENTER;Salida Early Childhood Center,0500,2011,2024,still_open,high,reported in 2024,38.5262,-105.9928,0500,Salida Early Childhood Center,74.0,38.5262,-105.9928
080636001416,1398,CENTENNIAL HIGH SCHOOL;CENTENNIAL SCHOOL;Centennial School,0640,1986,2024,still_open,high,reported in 2024,37.209144,-105.423738,0640,Centennial School,186.0,37.209144,-105.423738
080636001417,7588,CENTENNIAL ELEM SCHOOL;CENTENNIAL ELEMENTARY SCHOOL,0640,1986,2014,closed,high,CCD school_status=2,37.207897,-105.423157,0640,CENTENNIAL ELEMENTARY SCHOOL,107.0,37.207897,-105.423157
080636001457,1396,CENTENNIAL JR HIGH SCHOOL;CENTENNIAL JUNIOR HIGH SCHOOL;CENTENNIAL MIDDLE SCHOOL,0640,1987,2014,closed,high,CCD school_status=2,37.207897,-105.423157,0640,CENTENNIAL MIDDLE SCHOOL,54.0,37.207897,-105.423157
080639001113,7612,SANFORD ELEM SCHOOL;SANFORD ELEMENTARY SCHOOL;Sanford Elementary School,0560,1986,2024,still_open,high,reported in 2024,37.257373,-105.908956,0560,Sanford Elementary School,218.0,37.257373,-105.908956
080639001114,7616,SANFORD HIGH SCHOOL;SANFORD JR/SR HIGH SCHOOL;SANFORD JUNIOR/SENIOR HIGH SCHOOL;Sanford Junior/Senior High School,0560,1986,2024,still_open,high,reported in 2024,37.257373,-105.908956,0560,Sanford Junior/Senior High School,166.0,37.257373,-105.908956
080642001115,7626,SANGRE DE CRISTO ELEM SCHOOL;SANGRE DE CRISTO ELEMENTARY;SANGRE DE CRISTO ELEMENTARY SCHOOL;Sangre de Cristo Elementary School,0110,1986,2024,still_open,high,reported in 2024,37.678072,-105.880054,0110,Sangre de Cristo Elementary School,110.0,37.678072,-105.880054
080642001116,7630,SANGRE DE CRISTO UND. HIGH;SANGRE DE CRISTO UND HIGH;SANGRE DE CRISTO UNDIVIDED HIGH SCHOOL;Sangre de Cristo Undivided High School,0110,1986,2024,still_open,high,reported in 2024,37.678072,-105.880054,0110,Sangre de Cristo Undivided High School,146.0,37.678072,-105.880054
080645001117,7660,SARGENT ELEM SCHOOL;SARGENT ELEMENTARY SCHOOL;Sargent Elementary School,2750,1986,2024,still_open,high,reported in 2024,37.676916,-106.111228,2750,Sargent Elementary School,142.0,37.676916,-106.111228
080645001118,7664,SARGENT JR-SR HIGH SCHOOL;SARGENT JUNIOR/SENIOR HIGH;SARGENT JUNIOR-SENIOR HIGH SCHOOL;SARGENT SENIOR HIGH SCHOOL;Sargent Senior High School,2750,1986,2024,still_open,high,reported in 2024,37.676916,-106.111228,2750,Sargent Senior High School,81.0,37.676916,-106.111228
080645002015,7668,SARGENT JUNIOR HIGH SCHOOL;Sargent Junior High School;SARGENT MIDDLE SCHOOL,2750,2006,2024,still_open,high,reported in 2024,37.676916,-106.111228,2750,SARGENT MIDDLE SCHOOL,70.0,37.676916,-106.111228
080648000051,9560,WIDEFIELD ALTERNATIVE SCHOOL;DISCOVERY HIGH SCHOOL;Discovery High School,0990,1992,2024,still_open,high,reported in 2024,38.755349,-104.735985,0990,Discovery High School,83.0,38.755349,-104.735985
080648001119,4346,J.A.TALBOTT ELEM SCHOOL;TALBOTT ELEM SCHOOL;TALBOTT ELEMENTARY SCHOOL;TALBOTT STEAM INNOVATION SCHOOL;Talbott STEAM Innovation School,0990,1986,2024,still_open,high,reported in 2024,38.734341,-104.720087,0990,Talbott STEAM Innovation School,324.0,38.734341,-104.720087
080648001120,4394,JANITELL JR. HIGH SCHOOL;JANITELL JUNIOR HIGH SCHOOL;Janitell Junior High School,0990,1986,2024,still_open,high,reported in 2024,38.7209,-104.698,0990,Janitell Junior High School,658.0,38.7209,-104.698
080648001121,5602,"MARTIN LUTHER KING JR ELEM;MARTIN LUTHER KING, JR ELEM;MARTIN LUTHER KING JR ELEMENTARY;MARTIN LUTHER KING JR ELEMENTARY SCHOOL;Martin Luther King Jr Elementary School",0990,1986,2024,still_open,high,reported in 2024,38.7347,-104.6993,0990,Martin Luther King Jr Elementary School,498.0,38.7347,-104.6993
080648001122,6362,NORTH ELEM SCHOOL;NORTH ELEMENTARY SCHOOL,0990,1986,2011,closed,high,CCD school_status=2,38.761161,-104.74509,0990,NORTH ELEMENTARY SCHOOL,203.0,38.761161,-104.74509
080648001123,6952,PINELLO ELEM SCHOOL;PINELLO ELEMENTARY SCHOOL;Pinello Elementary School,0990,1986,2024,still_open,high,reported in 2024,38.7686,-104.7565,0990,Pinello Elementary School,301.0,38.7686,-104.7565
080648001124,8122,VENETUCCI ELEM SCHOOL;VENETUCCI ELEMENTARY SCHOOL;VENETUCCI ELEMENTRAY SCHOOL;Venetucci Elementary School,0990,1986,2024,still_open,high,reported in 2024,38.7414,-104.728,0990,Venetucci Elementary School,272.0,38.7414,-104.728
080648001125,8178,SPROUL JR HIGH SCHOOL;SPROUL JUNIOR HIGH SCHOOL;Sproul Junior High School,0990,1986,2024,still_open,high,reported in 2024,38.7633,-104.7473,0990,Sproul Junior High School,504.0,38.7633,-104.7473
080648001126,9294,WATSON JR HIGH SCHOOL;WATSON JUNIOR HIGH SCHOOL;Watson Junior High School,0990,1986,2024,still_open,high,reported in 2024,38.7379,-104.723,0990,Watson Junior High School,470.0,38.7379,-104.723
080648001127,9334,WEBSTER ELEM SCHOOL;WEBSTER ELEMENTARY SCHOOL;Webster Elementary School,0990,1986,2024,still_open,high,reported in 2024,38.7258,-104.7142,0990,Webster Elementary School,582.0,38.7258,-104.7142
080648001128,9562,WIDEFIELD ELEM SCHOOL;WIDEFIELD ELEMENTARY SCHOOL;Widefield Elementary School of the Arts,0990,1986,2024,still_open,high,reported in 2024,38.7531,-104.7341,0990,Widefield Elementary School of the Arts,371.0,38.7531,-104.7341
080648001129,9566,WIDEFIELD HIGH SCHOOL;Widefield High School,0990,1986,2024,still_open,high,reported in 2024,38.754487,-104.735416,0990,Widefield High School,1193.0,38.754487,-104.735416
080648001359,9656,S.A. WILSON SCHOOL;WILSON SPECIAL SERVICES;WILSON PRESCHOOL;WIDEFIELD DISTRICT 3 PRESCHOOL;Widefield District 3 Preschool,0990,1986,2024,still_open,high,reported in 2024,38.7615,-104.7449,0990,Widefield District 3 Preschool,379.0,38.7615,-104.7449
080648001418,8392,SUNRISE ELEM SCHOOL;SUNRISE ELEMENTARY SCHOOL;Sunrise Elementary School,0990,1986,2024,still_open,high,reported in 2024,38.729,-104.6862,0990,Sunrise Elementary School,506.0,38.729,-104.6862
080648001458,3234,FRENCH ELEM SCHOOL;FRENCH ELEMENTARY SCHOOL;French Elementary School,0990,1987,2024,still_open,high,reported in 2024,38.7685,-104.7272,0990,French Elementary School,491.0,38.7685,-104.7272
080648001459,9568,WIDEFIELD ALTERNATIVE HIGH SCH,,1987,1987,closed,medium,stopped reporting; no status field,,,,WIDEFIELD ALTERNATIVE HIGH SCH,,,
080648001588,5841,MESA RIDGE HIGH SCHOOL;Mesa Ridge High School,0990,1997,2024,still_open,high,reported in 2024,38.722,-104.7103,0990,Mesa Ridge High School,1304.0,38.722,-104.7103
080648001885,5033,LEADERSHIP PREPARATORY ACADEMY;WIDEFIELD SCHOOL OF CHOICE;JAMES MADISON CHARTER ACADEMY SCHOOL;James Madison Charter Academy School,0990,2002,2024,still_open,high,reported in 2024,38.724,-104.7155,0990,James Madison Charter Academy School,72.0,38.724,-104.7155
080648006772,3692,Grand Mountain School,0990,2019,2024,still_open,high,reported in 2024,38.741344,-104.621946,0990,Grand Mountain School,1044.0,38.741344,-104.621946
080648006817,1249,D3 My Way Virtual School;The Haven School,0990,2021,2024,still_open,high,reported in 2024,38.767212,-104.739659,0990,The Haven School,240.0,38.767212,-104.739659
080651001130,7746,HI PLAINS UND HIGH SCHOOL;HI PLAINS UNDIV HIGH SCHOOL;HI PLAINS UNDIVIDED HIGH SCHOOL;HI-PLAINS SCHOOL DISTRICT R-23;Hi-Plains School District R-23,1460,1992,2024,still_open,high,reported in 2024,39.298344,-102.862743,1460,Hi-Plains School District R-23,96.0,39.298344,-102.862743
080651001208,9164,HI PLAINS ELEM SCHOOL;HI PLAINS ELEMENTARY SCHOOL,1460,1992,2014,closed,high,CCD school_status=2,39.304649,-102.745461,1460,HI PLAINS ELEMENTARY SCHOOL,59.0,39.304649,-102.745461
080654000032,7843,SHERIDAN PRESCHOOL;EARLY CHILDHOOD ED CENTER;EARLY CHILDHOOD EDUCATION CENTER;Early Childhood Education Center,0123,1992,2024,still_open,high,reported in 2024,39.641161,-105.02639,0123,Early Childhood Education Center,114.0,39.641161,-105.02639
080654001131,0138,ALICE TERRY ELEM SCHOOL;ALICE TERRY ELEMENTARY SCHOOL,0123,1986,2011,closed,high,CCD school_status=2,39.636483,-105.031029,0123,ALICE TERRY ELEMENTARY SCHOOL,339.0,39.636483,-105.031029
080654001132,3054,FORT LOGAN ELEM SCHOOL;FORT LOGAN ELEMENTARY SCHOOL;SHERIDAN ELEMENTARY;ALICE TERRY ELEMENTARY SCHOOL;Alice Terry Elementary School,0123,1986,2024,still_open,high,reported in 2024,39.636513,-105.030952,0123,Alice Terry Elementary School,167.0,39.636513,-105.030952
080654001134,7842,SHERIDAN HIGH SCHOOL;Sheridan High School,0123,1986,2024,still_open,high,reported in 2024,39.643753,-105.029787,0123,Sheridan High School,321.0,39.643753,-105.029787
080654001135,7837,SHERIDAN MIDDLE SCHOOL;FORT LOGAN NORTHGATE;Fort Logan Northgate,0123,1986,2024,still_open,high,reported in 2024,39.644751,-105.033319,0123,Fort Logan Northgate,338.0,39.644751,-105.033319
080654006565,8123,SOAR ACADEMY;SOAR Academy,0123,2012,2024,still_open,high,reported in 2024,39.640579,-105.02668,0123,SOAR Academy,78.0,39.640579,-105.02668
080657001136,7900,SILVERTON ELEM SCHOOL;SILVERTON ELEMENTARY SCHOOL;Silverton Elementary School,2820,1986,2024,still_open,high,reported in 2024,37.812302,-107.666125,2820,Silverton Elementary School,29.0,37.812302,-107.666125
080657001137,7904,SILVERTON UND HIGH SCHOOL;SILVERTON UNDIV HIGH SCHOOL;SILVERTON HIGH SCHOOL;Silverton High School,2820,1986,2024,still_open,high,reported in 2024,37.812302,-107.666125,2820,Silverton High School,22.0,37.812302,-107.666125
080657001985,7902,SILVERTON MIDDLE SCHOOL;Silverton Middle School,2820,2003,2024,still_open,high,reported in 2024,37.812302,-107.666125,2820,Silverton Middle School,21.0,37.812302,-107.666125
080660001138,7914,SIMLA ELEM SCHOOL;SIMLA ELEMENTARY SCHOOL;Simla Elementary School,0940,1986,2024,still_open,high,reported in 2024,39.138928,-104.091082,0940,Simla Elementary School,165.0,39.138928,-104.091082
080660001139,7922,SIMLA HIGH SCHOOL;Simla High School,0940,1986,2024,still_open,high,reported in 2024,39.138928,-104.091082,0940,Simla High School,101.0,39.138928,-104.091082
080660001140,7918,SIMLA JR HIGH SCHOOL;SIMLA JUNIOR HIGH SCHOOL;Simla Junior High School,0940,1986,2024,still_open,high,reported in 2024,39.138928,-104.091082,0940,Simla Junior High School,63.0,39.138928,-104.091082
080663001141,8160,SPRINGFIELD ELEM SCHOOL;SPRINGFIELD ELEMENTARY SCHOOL;Springfield Elementary School,0250,1986,2024,still_open,high,reported in 2024,37.409793,-102.621306,0250,Springfield Elementary School,156.0,37.409793,-102.621306
080663001142,8168,SPRINGFIELD HIGH SCHOOL;SPRINGFIELD JUNIOR/SENIOR HIGH SCHOOL;Springfield Junior/Senior High School,0250,1986,2024,still_open,high,reported in 2024,37.409793,-102.621306,0250,Springfield Junior/Senior High School,128.0,37.409793,-102.621306
080663001143,8164,SPRINGFIELD JR HIGH SCHOOL;SPRINGFIELD JUNIOR HIGH SCHOOL,0250,1986,2013,closed,high,CCD school_status=2,37.4051,-102.631,0250,SPRINGFIELD JUNIOR HIGH SCHOOL,30.0,37.4051,-102.631
080666001144,8212,STEAMBOAT SPRINGS HIGH SCHOOL;Steamboat Springs High School,2770,1986,2024,still_open,high,reported in 2024,40.4857,-106.823,2770,Steamboat Springs High School,872.0,40.4857,-106.823
080666001145,8208,SODA CREEK ELEM SCHOOL;SODA CREEK ELEMENTARY SCHOOL;Soda Creek Elementary School,2770,1986,2024,still_open,high,reported in 2024,40.491052,-106.829684,2770,Soda Creek Elementary School,379.0,40.491052,-106.829684
080666001146,8210,STEAMBOAT SPRINGS JR HIGH;STEAMBOAT SPRINGS JUNIOR HIGH;STEAMBOAT SPRINGS MIDDLE SCHL;STEAMBOAT SPRINGS MIDDLE SCHOOL;Steamboat Springs Middle School,2770,1986,2024,still_open,high,reported in 2024,40.495,-106.8185,2770,Steamboat Springs Middle School,440.0,40.495,-106.8185
080666001360,8358,STRAWBERRY PARK ELEM SCHOOL;STRAWBERRY PARK ELEMENTARY;STRAWBERRY PARK ELEMENTARY SCHOOL;Strawberry Park Elementary School,2770,1986,2024,still_open,high,reported in 2024,40.4968,-106.8194,2770,Strawberry Park Elementary School,368.0,40.4968,-106.8194
080666001749,6363,NORTH ROUTT CHARTER SCHOOL;North Routt Charter School;North Routt Community Charter School,2770,2001,2024,still_open,high,reported in 2024,40.712751,-106.918287,2770,North Routt Community Charter School,89.0,40.712751,-106.918287
080666001924,9757,YAMPA VALLEY SCHOOL;YAMPA VALLEY HIGH SCHOOL;Yampa Valley High School,2770,2010,2024,still_open,high,reported in 2024,40.487907,-106.831622,2770,Yampa Valley High School,32.0,40.487907,-106.831622
080666006665,4812,STEAMBOAT SPRINGS EARLY CHILDHOOD CENTER;Steamboat Springs Early Childhood Center,2770,2015,2021,closed,high,CCD school_status=2,40.491052,-106.829684,2770,Steamboat Springs Early Childhood Center,39.0,40.491052,-106.829684
080666006830,6277,Sleeping Giant School,2770,2021,2024,still_open,high,reported in 2024,40.506942,-106.900736,2770,Sleeping Giant School,337.0,40.506942,-106.900736
080669001147,1224,CALICHE JR-SR HIGH SCHOOL;CALICHE JUNIOR/SENIOR HIGH;CALICHE JUNIOR-SENIOR HIGH SCHOOL;Caliche Junior-Senior High School,1828,1986,2024,still_open,high,reported in 2024,40.8238,-102.9593,1828,Caliche Junior-Senior High School,104.0,40.8238,-102.9593
080669001148,1243,CAMPBELL ELEM SCHOOL;CAMPBELL ELEMENTARY SCHOOL,1828,1986,2007,closed,high,CCD school_status=2,40.62911,-103.2235,1828,CAMPBELL ELEMENTARY SCHOOL,309.0,40.62911,-103.2235
080669001150,3158,FRANKLIN ELEM SCHOOL;FRANKLIN ELEMENTARY SCHOOL,,1986,1996,closed,high,CCD school_status=2,,,,FRANKLIN ELEMENTARY SCHOOL,,,
080669001151,3729,HAGEN ELEM SCHOOL;HAGEN ELEMENTARY SCHOOL;HAGEN EARLY EDUCATION CENTER;Hagen Early Education Center,1828,1986,2024,still_open,high,reported in 2024,40.645657,-103.196056,1828,Hagen Early Education Center,117.0,40.645657,-103.196056
080669001154,8256,STERLING JR. HIGH SCHOOL;STERLING JUNIOR HIGH SCHOOL;STERLING MIDDLE SCHOOL;Sterling Middle School,1828,1986,2024,still_open,high,reported in 2024,40.6388,-103.2185,1828,Sterling Middle School,397.0,40.6388,-103.2185
080669001155,8260,STERLING HIGH SCHOOL;Sterling High School,1828,1986,2024,still_open,high,reported in 2024,40.6344,-103.2174,1828,Sterling High School,421.0,40.6344,-103.2174
080669001156,6690,STEVENS ELEM SCHOOL;STEVENS ELEMENTARY SCHOOL,1828,1986,2007,closed,high,CCD school_status=2,40.63699,-103.2059,1828,STEVENS ELEMENTARY SCHOOL,313.0,40.63699,-103.2059
080669001361,1220,CALICHE ELEM SCHOOL;CALICHE ELEMENTARY SCHOOL;Caliche Elementary School,1828,1986,2024,still_open,high,reported in 2024,40.8238,-102.9593,1828,Caliche Elementary School,139.0,40.8238,-102.9593
080669001386,0202,ALTERNATIVE SCHOOL;DARRELL SMITH HIGH SCHOOL;SMITH HIGH SCHOOL,1828,1986,2012,closed,high,CCD school_status=2,40.62378,-103.231107,1828,SMITH HIGH SCHOOL,21.0,40.62378,-103.231107
080669001551,0488,AYRES ELEMENTARY SCHOOL,1828,1996,2007,closed,high,CCD school_status=2,40.60909,-103.2217,1828,AYRES ELEMENTARY SCHOOL,316.0,40.60909,-103.2217
080669006323,1321,CAMPBELL ELEMENTARY SCHOOL;Campbell Elementary School,1828,2007,2024,still_open,high,reported in 2024,40.629775,-103.224022,1828,Campbell Elementary School,347.0,40.629775,-103.224022
080669006339,0515,AYRES ELEMENTARY SCHOOL;Ayres Elementary School,1828,2007,2024,still_open,high,reported in 2024,40.6081,-103.2231,1828,Ayres Elementary School,385.0,40.6081,-103.2231
080672001157,7154,PRAIRIE ELEM SCHOOL;PRAIRIE ELEMENTARY SCHOOL;Prairie Elementary School,3147,1986,2024,still_open,high,reported in 2024,40.615742,-103.802453,3147,Prairie Elementary School,72.0,40.615742,-103.802453
080672001158,7156,PRAIRIE JR-SR HIGH SCHOOL;PRAIRIE JUNIOR/SENIOR HIGH;PRAIRIE JUNIOR-SENIOR HIGH SCHOOL;Prairie Junior-Senior High School,3147,1986,2024,still_open,high,reported in 2024,40.615742,-103.802453,3147,Prairie Junior-Senior High School,91.0,40.615742,-103.802453
080675001159,8328,STRASBURG ELEM SCHOOL;STRASBURG ELEMENTARY SCHOOL;Strasburg Elementary School,0060,1986,2024,still_open,high,reported in 2024,39.744516,-104.322356,0060,Strasburg Elementary School,544.0,39.744516,-104.322356
080675001160,8332,STRASBURG JR HIGH SCHOOL;STRASBURG JUNIOR HIGH SCHOOL;HEMPHILL MIDDLE SCHOOL;Hemphill Middle School,0060,1986,2024,still_open,high,reported in 2024,39.746039,-104.325517,0060,Hemphill Middle School,250.0,39.746039,-104.325517
080675001161,8334,STRASBURG HIGH SCHOOL;Strasburg High School,0060,1986,2024,still_open,high,reported in 2024,39.743703,-104.323736,0060,Strasburg High School,364.0,39.743703,-104.323736
080675001669,7133,PRAIRIE CREEKS CHARTER SCHOOL;PRAIRIE CREEK HIGH SCHOOL;Prairie Creek High School,0060,1999,2024,still_open,high,reported in 2024,39.743703,-104.323736,0060,Prairie Creek High School,22.0,39.743703,-104.323736
080675001827,5947,MODEL CHARTER SCHOOL,0060,2004,2006,closed,high,CCD school_status=2,39.74254,-104.32249,0060,MODEL CHARTER SCHOOL,7.0,39.74254,-104.32249
080678000138,8351,STRATTON MIDDLE SCHOOL;Stratton Middle School,1480,1992,2024,still_open,high,reported in 2024,39.3042,-102.6007,1480,Stratton Middle School,54.0,39.3042,-102.6007
080678001162,8342,STRATTON ELEM SCHOOL;STRATTON ELEMENTARY SCHOOL;Stratton Elementary School,1480,1986,2024,still_open,high,reported in 2024,39.3043,-102.5977,1480,Stratton Elementary School,101.0,39.3043,-102.5977
080678001163,8354,STRATTON JR-SR HIGH SCHOOL;STRATTON JUNIOR/SENIOR HIGH;STRATTON SR HIGH SCHOOL;STRATTON SENIOR HIGH SCHOOL;Stratton Senior High School,1480,1986,2024,still_open,high,reported in 2024,39.3042,-102.6007,1480,Stratton Senior High School,65.0,39.3042,-102.6007
080681001164,8378,SUMMIT CO SR HIGH SCHOOL;SUMMIT COUNTY SENIOR HIGH;SUMMIT HIGH SCHOOL;Summit High School,3000,1986,2024,still_open,high,reported in 2024,39.565802,-106.056058,3000,Summit High School,1062.0,39.565802,-106.056058
080681001165,8374,SUMMIT CO FRISCO ELEM SCHOOL;SUMMIT COUNTY FRISCO ELEMENTRY;FRISCO ELEM SCHOOL;FRISCO ELEMENTARY SCHOOL;Frisco Elementary School,3000,1986,2024,still_open,high,reported in 2024,39.570931,-106.090358,3000,Frisco Elementary School,215.0,39.570931,-106.090358
080681001166,8372,SUMMIT CO BRECKENRIDGE ELEM;SUMMIT COUNTY BRECKENRIDGE EL;BRECKENRIDGE ELEM;BRECKENRIDGE ELEMENTARY;BRECKENRIDGE ELEMENTARY SCHOOL;Breckenridge Elementary School,3000,1986,2024,still_open,high,reported in 2024,39.478808,-106.041895,3000,Breckenridge Elementary School,205.0,39.478808,-106.041895
080681001167,8376,SUMMIT CO SILVERTHORNE ELEM;SUMMIT COUNTY SILVERTHORNE EL;SILVERTHORNE ELEM;SILVERTHORNE ELEMENTARY;SILVERTHORNE ELEMENTARY SCHOOL;Silverthorne Elementary School,3000,1986,2024,still_open,high,reported in 2024,39.660434,-106.082981,3000,Silverthorne Elementary School,339.0,39.660434,-106.082981
080681001303,8370,SUMMIT CO DILLON VALLEY ELEM;SUMMIT COUNTY DILLON VALLEY EL;DILLON VALLEY ELEM;DILLON VALLEY ELEMENTARY;DILLON VALLEY ELEMENTARY SCHOOL;Dillon Valley Elementary School,3000,1986,2024,still_open,high,reported in 2024,39.639423,-106.039473,3000,Dillon Valley Elementary School,395.0,39.639423,-106.039473
080681001400,8377,SUMMIT CO MIDDLE SCHOOL;SUMMIT COUNTY MIDDLE SCHOOL;SUMMIT MIDDLE SCHOOL;Summit Middle School,3000,1986,2024,still_open,high,reported in 2024,39.583454,-106.088686,3000,Summit Middle School,737.0,39.583454,-106.088686
080681001562,0162,ALPINE CHARTER SCHOOL,,1996,2000,closed,high,CCD school_status=2,,,,ALPINE CHARTER SCHOOL,,,
080681001563,8385,SUMMIT COVE ELEMENTARY SCHOOL;Summit Cove Elementary School,3000,1996,2024,still_open,high,reported in 2024,39.590404,-106.005354,3000,Summit Cove Elementary School,222.0,39.590404,-106.005354
080681001564,8993,UPPER BLUE ELEMENTARY SCHOOL;Upper Blue Elementary School,3000,1996,2024,still_open,high,reported in 2024,39.50047,-106.048847,3000,Upper Blue Elementary School,221.0,39.50047,-106.048847
080681006464,8375,SUMMIT ALTERNATIVE HIGH SCHOOL;SNOWY PEAKS HIGH SCHOOL;SNOWY PEAKS JUNIOR/SENIOR HIGH SCHOOL;Snowy Peaks Junior/Senior High School,3000,2010,2024,still_open,high,reported in 2024,39.583454,-106.088686,3000,Snowy Peaks Junior/Senior High School,79.0,39.583454,-106.088686
080684001168,8452,SWINK ELEM SCHOOL;SWINK ELEMENTARY SCHOOL;Swink Elementary School,2570,1986,2024,still_open,high,reported in 2024,38.010755,-103.626609,2570,Swink Elementary School,131.0,38.010755,-103.626609
080684001169,8456,SWINK JR-SR HIGH SCHOOL;SWINK JUNIOR/SENIOR HIGH;SWINK JUNIOR-SENIOR HIGH SCHOOL;Swink Junior-Senior High School,2570,1986,2024,still_open,high,reported in 2024,38.010755,-103.626609,2570,Swink Junior-Senior High School,159.0,38.010755,-103.626609
080687001170,8786,TELLURIDE ELEM SCHOOL;TELLURIDE ELEMENTARY SCHOOL;TELLURIDE INTERMEDIATE SCHOOL;Telluride Intermediate School,2830,1986,2024,still_open,high,reported in 2024,37.940689,-107.8195,2830,Telluride Intermediate School,237.0,37.940689,-107.8195
080687001171,8794,TELLURIDE HIGH SCHOOL;Telluride High School,2830,1986,2024,still_open,high,reported in 2024,37.9417,-107.8195,2830,Telluride High School,298.0,37.9417,-107.8195
080687001304,8790,TELLURIDE MIDDLE SCHOOL;Telluride Middle School,2830,1986,2024,still_open,high,reported in 2024,37.9417,-107.8195,2830,Telluride Middle School,124.0,37.9417,-107.8195
080687006699,8811,TELLURIDE ELEMENTARY SCHOOL;Telluride Elementary School,2830,2016,2024,still_open,high,reported in 2024,37.939643,-107.814473,2830,Telluride Elementary School,140.0,37.939643,-107.814473
080690000014,0018,ADAMS 12 PREKINDERGARTEN,,1992,1992,code_changed,low,school code later used by another school,,,,ADAMS 12 PREKINDERGARTEN,,,
080690000382,1020,BRIGHT HORIZONS PRE-K;BRIGHT HORIZONS PRE-KINDERGARTEN SCHOOL,0020,1993,2017,closed,high,CCD school_status=2,39.94409,-104.92559,0020,BRIGHT HORIZONS PRE-KINDERGARTEN SCHOOL,36.0,39.94409,-104.92559
080690000393,6403,NORTHGLENN PRESCHOOL,,1993,2000,closed,high,CCD school_status=2,,,,NORTHGLENN PRESCHOOL,,,
080690000727,0015,ACADEMY OF CHARTER SCHOOLS,0020,1994,2013,renamed,low,another school carries the same name,39.9115,-105.0335,0020,ACADEMY OF CHARTER SCHOOLS,1866.0,39.9115,-105.0335
080690000728,1519,STAR GATE CHARTER SCHOOLS;STAR GATE CHARTER SCHOOL;STARGATE CHARTER SCHOOL;Stargate Charter School,0020,1994,2024,still_open,high,reported in 2024,39.95981,-104.977555,0020,Stargate Charter School,1572.0,39.95981,-104.977555
080690001172,0210,EAST LAKE CAMPUS;ALTERNATIVE SCHOOL;VANTAGE POINT;Vantage Point,0020,1986,2024,still_open,high,reported in 2024,39.894,-104.9958,0020,Vantage Point,331.0,39.894,-104.9958
080690001173,1388,CENTENNIAL ELEM SCHOOL;CENTENNIAL ELEMENTARY SCHOOL;Centennial Elementary School,0020,1986,2024,still_open,high,reported in 2024,39.9347,-105.0229,0020,Centennial Elementary School,293.0,39.9347,-105.0229
080690001174,1878,CORONADO HILLS ELEM SCHOOL;CORONADO HILLS ELEMENTARY;CORONADO HILLS ELEMENTARY SCHOOL;Coronado Hills Elementary School,0020,1986,2024,still_open,high,reported in 2024,39.8483,-104.9696,0020,Coronado Hills Elementary School,412.0,39.8483,-104.9696
080690001175,2410,TARVER ELEM SCHOOL;TARVER ELEMENTARY SCHOOL;Tarver Elementary School,0020,1986,2024,still_open,high,reported in 2024,39.9374,-104.9475,0020,Tarver Elementary School,475.0,39.9374,-104.9475
080690001176,2918,FEDERAL HEIGHTS ELEM SCHOOL;FEDERAL HEIGHTS ELEMENTARY;FEDERAL HEIGHTS ELEMENTARY SCHOOL;Federal Heights Elementary School,0020,1986,2024,still_open,high,reported in 2024,39.870325,-105.016939,0020,Federal Heights Elementary School,430.0,39.870325,-105.016939
080690001177,4000,HILLCREST ELEM SCHOOL;HILLCREST ELEMENTARY SCHOOL;Hillcrest Elementary School,0020,1986,2024,still_open,high,reported in 2024,39.8833,-105.0007,0020,Hillcrest Elementary School,338.0,39.8833,-105.0007
080690001178,4172,HULSTROM ELEM SCHOOL;HULSTROM ELEMENTARY SCHOOL;HULSTROM OPTIONS K-8 SCHOOL;Hulstrom Options K-8 School;Hulstrom K-8,0020,1986,2024,still_open,high,reported in 2024,39.905737,-104.96563,0020,Hulstrom K-8,663.0,39.905737,-104.96563
